wikimedia_language_code,bcp47_tag,bcp47_primary_language,iso_639_1,iso_639_2_bibliographic,iso_639_2_terminologic,iso_639_3,iso_scope,iso_language_type,iso_reference_name,mapping_type,mapping_confidence,mapping_note,language_name_english,language_name_native,wikipedia_url,api_url,analytics_project,database_name,site_name,status,is_active,is_closed,article_count,total_pages,total_edits,registered_users,active_users,administrators,files_local,pageviews_30_days,pageviews_365_days,pageviews_30_start,pageviews_30_end,pageviews_365_start,pageviews_365_end,date_established,date_established_source,statistics_retrieved_at_utc,pageviews_retrieved_at_utc,connector_error
bh,bh,bh,,,,,,,,unresolved,low,No ISO 639-3 mapping found for BCP 47 primary subtag 'bh'.,भोजपुरी,Bhojpuri,https://bh.wikipedia.org,https://bh.wikipedia.org/w/api.php,bh.wikipedia,bhwiki,विकिपीडिया,active,True,False,9126,81995,797338,40302,66,2,54,628820,5720257,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T07:59:21.301002+00:00,2026-07-18T07:59:21.301002+00:00,
nah,nah,nah,,,,,,,,unresolved,low,No ISO 639-3 mapping found for BCP 47 primary subtag 'nah'.,Nāhuatl,Nahuatl,https://nah.wikipedia.org,https://nah.wikipedia.org/w/api.php,nah.wikipedia,nahwiki,Huiquipedia,active,True,False,4044,12161,525943,24703,16,2,168,82985,1100379,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:05:39.721640+00:00,2026-07-18T08:05:39.721640+00:00,
