date,code,language,url,pages,articles,edits,images,users,activeusers,admins,jobs
2026-07-14,fi,suomi,https://fi.wikipedia.org,1588435,621507,24061844,80394,670700,2946,35,0
2026-07-14,fj,Na Vosa Vakaviti,https://fj.wikipedia.org,4565,1726,38766,0,10840,15,1,0
2026-07-14,fo,føroyskt,https://fo.wikipedia.org,41087,14219,388072,0,34944,45,3,0
2026-07-14,fon,fɔ̀ngbè,https://fon.wikipedia.org,6593,4443,35331,0,2426,34,2,0
2026-07-14,fr,français,https://fr.wikipedia.org,14046914,2769550,237352625,79048,5923918,33365,145,0
2026-07-14,frp,arpetan,https://frp.wikipedia.org,18340,5829,231360,0,19881,17,2,0
2026-07-14,frr,Nordfriisk,https://frr.wikipedia.org,53039,21281,281854,1486,24569,28,4,0
2026-07-14,fur,furlan,https://fur.wikipedia.org,11524,5196,183625,296,17014,25,2,0
2026-07-14,fy,Frysk,https://fy.wikipedia.org,180574,60346,1232843,7743,58492,76,7,0
2026-07-14,ga,Gaeilge,https://ga.wikipedia.org,117047,64198,1318004,1016,74176,105,6,0
2026-07-14,gag,Gagauz,https://gag.wikipedia.org,7666,3008,75316,0,16777,22,1,0
2026-07-14,gan,贛語,https://gan.wikipedia.org,34494,6817,401778,40,92128,39,2,0
2026-07-14,gcr,kriyòl gwiyannen,https://gcr.wikipedia.org,2674,1077,17706,0,4470,10,1,0
2026-07-14,gd,Gàidhlig,https://gd.wikipedia.org,32896,16057,582176,290,32458,28,5,0
2026-07-14,gl,galego,https://gl.wikipedia.org,600891,232450,7469484,35,171972,382,6,0
2026-07-14,glk,گیلکی,https://glk.wikipedia.org,57648,48309,158375,811,18647,71,3,0
2026-07-14,gn,Avañe'ẽ,https://gn.wikipedia.org,14198,6032,137764,0,23101,28,2,0
2026-07-14,gom,गोंयची कोंकणी / Gõychi Konknni,https://gom.wikipedia.org,8924,3643,214319,0,11805,15,3,0
2026-07-14,gor,Bahasa Hulontalo,https://gor.wikipedia.org,25048,15120,67453,0,8667,17,3,0
2026-07-14,got,𐌲𐌿𐍄𐌹𐍃𐌺,https://got.wikipedia.org,4023,1010,48898,0,23077,20,1,0
2026-07-14,gpe,Ghanaian Pidgin,https://gpe.wikipedia.org,27952,5498,107167,0,6837,27,2,0
2026-07-14,gsw,Alemannisch,https://als.wikipedia.org,75327,31726,1083641,603,120417,103,7,0
2026-07-14,gu,ગુજરાતી,https://gu.wikipedia.org,136341,30864,900831,0,86347,89,3,0
2026-07-14,guc,wayuunaiki,https://guc.wikipedia.org,1401,705,18606,0,2841,27,2,0
2026-07-14,gur,farefare,https://gur.wikipedia.org,2658,1378,23637,0,2304,11,1,0
2026-07-14,guw,gungbe,https://guw.wikipedia.org,3006,1696,45103,0,2484,19,4,0
2026-07-14,gv,Gaelg,https://gv.wikipedia.org,47010,7110,383973,122,23475,33,3,0
2026-07-14,ha,Hausa,https://ha.wikipedia.org,151131,106226,882913,0,46496,344,15,0
2026-07-14,hak,客家語 / Hak-kâ-ngî,https://hak.wikipedia.org,20051,10436,134060,0,36996,20,1,0
2026-07-14,haw,Hawaiʻi,https://haw.wikipedia.org,6262,2895,102913,0,21445,16,1,0
2026-07-14,he,עברית,https://he.wikipedia.org,1672866,400893,43512625,88280,1333854,6973,25,0
2026-07-14,hi,हिन्दी,https://hi.wikipedia.org,1391042,170503,6568922,4685,914623,955,7,0
2026-07-14,hif,Fiji Hindi,https://hif.wikipedia.org,57250,12382,336100,187,40386,67,3,0
2026-07-14,hr,hrvatski,https://hr.wikipedia.org,509245,234168,7509682,21137,363084,855,14,0
2026-07-14,hsb,hornjoserbsce,https://hsb.wikipedia.org,36516,14268,390358,126,28396,22,4,0
2026-07-14,ht,Kreyòl ayisyen,https://ht.wikipedia.org,93577,72007,881075,0,39477,64,2,0
2026-07-14,hu,magyar,https://hu.wikipedia.org,1623374,571196,29151402,9516,649580,2761,22,0
2026-07-14,hy,հայերեն,https://hy.wikipedia.org,1206525,329940,10822261,12444,172060,674,10,0
2026-07-14,hyw,Արեւմտահայերէն,https://hyw.wikipedia.org,30474,13977,241607,0,14620,37,5,0
2026-07-14,ia,interlingua,https://ia.wikipedia.org,46650,30470,693860,4,59941,36,6,0
2026-07-14,iba,Jaku Iban,https://iba.wikipedia.org,6720,2475,19497,0,2520,20,2,0
2026-07-14,id,Bahasa Indonesia,https://id.wikipedia.org,4206594,784957,29429310,67027,1715245,5235,47,0
2026-07-14,ie,Interlingue,https://ie.wikipedia.org,18004,13706,168304,0,24577,27,1,0
2026-07-14,ig,Igbo,https://ig.wikipedia.org,66381,48021,435464,0,39207,142,5,0
2026-07-14,igl,Igala,https://igl.wikipedia.org,2012,1511,38374,0,1555,16,1,0
2026-07-14,ik,Iñupiatun,https://ik.wikipedia.org,2675,595,40539,0,10416,12,1,0
2026-07-14,ilo,Ilokano,https://ilo.wikipedia.org,70742,15527,405732,0,20140,41,2,0
2026-07-14,inh,гӀалгӀай,https://inh.wikipedia.org,17482,2554,74859,40,6304,18,3,0
2026-07-14,io,Ido,https://io.wikipedia.org,106784,62741,1123389,0,46237,65,4,0
2026-07-14,is,íslenska,https://is.wikipedia.org,160982,61139,1967283,3345,116654,211,11,0
2026-07-14,isv,medžuslovjansky,https://isv.wikipedia.org,4662,1434,27826,0,460,0,2,0
2026-07-14,it,italiano,https://it.wikipedia.org,8860239,1977679,151318076,124205,3078860,25442,102,0
2026-07-14,iu,ᐃᓄᒃᑎᑐᑦ / inuktitut,https://iu.wikipedia.org,3019,434,48874,0,46277,24,2,0
2026-07-14,ja,日本語,https://ja.wikipedia.org,4433815,1509930,110071312,6818,2694606,23899,40,0
2026-07-14,jam,Patois,https://jam.wikipedia.org,3121,1719,22814,0,12479,20,1,0
2026-07-14,jbo,la .lojban.,https://jbo.wikipedia.org,6757,1356,115069,0,19823,22,1,0
2026-07-14,jv,Jawa,https://jv.wikipedia.org,186654,75321,1749158,4343,72913,110,5,0
2026-07-14,ka,ქართული,https://ka.wikipedia.org,807684,197311,5436741,15984,183195,338,6,0
2026-07-14,kaa,Qaraqalpaqsha,https://kaa.wikipedia.org,43674,15449,264794,90,16217,26,4,0
2026-07-14,kab,Taqbaylit,https://kab.wikipedia.org,18191,7146,116702,0,16728,22,1,0
2026-07-14,kai,Karai-karai,https://kai.wikipedia.org,4042,1722,13825,0,458,15,2,0
2026-07-14,kaj,Jju,https://kaj.wikipedia.org,1164,299,24317,0,655,15,2,0
2026-07-14,kbd,адыгэбзэ,https://kbd.wikipedia.org,7129,1669,48802,0,11613,17,2,0
2026-07-14,kbp,Kabɩyɛ,https://kbp.wikipedia.org,3450,1714,18630,0,5941,8,1,0
2026-07-14,kcg,Tyap,https://kcg.wikipedia.org,7585,1866,47423,1,2946,15,2,0
2026-07-14,kg,Kongo,https://kg.wikipedia.org,4433,1954,52540,0,12967,18,1,0
2026-07-14,kge,Kumoring,https://kge.wikipedia.org,4661,2907,32028,0,1612,9,0,0
2026-07-14,ki,Gĩkũyũ,https://ki.wikipedia.org,4313,2497,23879,0,10543,18,1,0
2026-07-14,kk,қазақша,https://kk.wikipedia.org,668514,244281,3626228,8762,179729,328,15,0
2026-07-14,km,ភាសាខ្មែរ,https://km.wikipedia.org,37357,12148,336926,808,51332,125,2,0
2026-07-14,kn,ಕನ್ನಡ,https://kn.wikipedia.org,160288,35216,1371679,2358,98469,235,4,0
2026-07-14,knc,Yerwa Kanuri,https://knc.wikipedia.org,2871,1951,29563,0,1686,19,2,0
2026-07-14,ko,한국어,https://ko.wikipedia.org,3567098,754065,42044958,15526,1032730,5730,23,0
2026-07-14,koi,перем коми,https://koi.wikipedia.org,13903,3472,64054,0,9924,14,1,0
2026-07-14,krc,къарачай-малкъар,https://krc.wikipedia.org,17495,2856,124365,0,12055,17,2,0
2026-07-14,ks,کٲشُر,https://ks.wikipedia.org,26118,11144,144547,90,14325,44,2,0
2026-07-14,ksh,Ripoarisch,https://ksh.wikipedia.org,10812,3038,1610349,0,25352,14,4,0
2026-07-14,ku,kurdî,https://ku.wikipedia.org,301649,91905,2078750,554,168864,104,3,0
2026-07-14,kus,Kʋsaal,https://kus.wikipedia.org,2078,1367,17101,0,1185,10,0,0
2026-07-14,kv,коми,https://kv.wikipedia.org,20212,5820,148816,0,16993,20,1,0
2026-07-14,kw,kernowek,https://kw.wikipedia.org,15111,7226,226964,6,18762,26,3,0
2026-07-14,ky,кыргызча,https://ky.wikipedia.org,125118,76490,649554,2679,47912,110,3,0
2026-07-14,la,Latina,https://la.wikipedia.org,295246,141969,3962493,0,209261,175,21,0
2026-07-14,lad,Ladino,https://lad.wikipedia.org,12837,4063,216474,21,24974,23,3,0
2026-07-14,lb,Lëtzebuergesch,https://lb.wikipedia.org,143016,67476,2681920,2539,71753,104,7,0
2026-07-14,lbe,лакку,https://lbe.wikipedia.org,16223,1069,55277,0,9773,11,2,0
2026-07-14,lez,лезги,https://lez.wikipedia.org,15208,4475,98619,11,12976,24,3,0
2026-07-14,lfn,Lingua Franca Nova,https://lfn.wikipedia.org,7442,4656,43295,0,17335,22,1,0
2026-07-14,lg,Luganda,https://lg.wikipedia.org,11204,5668,62597,0,11356,67,2,0
2026-07-14,li,Limburgs,https://li.wikipedia.org,68823,15213,485372,622,33702,39,7,0
2026-07-14,lij,Ligure,https://lij.wikipedia.org,28509,11565,271384,38,19980,27,7,0
2026-07-14,lld,Ladin,https://lld.wikipedia.org,191031,183202,252377,4,13990,30,3,0
2026-07-14,lmo,lombard,https://lmo.wikipedia.org,153489,80170,1327934,795,53728,46,3,0
2026-07-14,ln,lingála,https://ln.wikipedia.org,11940,5217,135259,34,15881,23,4,0
2026-07-14,lo,ລາວ,https://lo.wikipedia.org,16367,5576,128934,40,23366,61,3,0
2026-07-14,lt,lietuvių,https://lt.wikipedia.org,566184,226299,7865453,27079,219455,509,9,0
2026-07-14,ltg,latgaļu,https://ltg.wikipedia.org,3307,1153,37931,0,8806,10,1,0
2026-07-14,lv,latviešu,https://lv.wikipedia.org,575649,144365,4486946,28769,146789,423,14,0
2026-07-14,lzh,文言,https://zh-classical.wikipedia.org,122667,14099,442918,0,119043,68,6,0
2026-07-14,mad,Madhurâ,https://mad.wikipedia.org,16000,5371,58562,0,5308,46,4,0
2026-07-14,mag,मगही,https://mag.wikipedia.org,16615,3653,61954,0,243,0,1,0
2026-07-14,mai,मैथिली,https://mai.wikipedia.org,46081,14354,274971,126,17331,37,4,0
2026-07-14,map-bms,Basa Banyumasan,https://map-bms.wikipedia.org,30425,13972,222206,452,20054,20,1,0
2026-07-14,mdf,мокшень,https://mdf.wikipedia.org,24041,7629,103532,0,11883,23,1,0
2026-07-14,mg,Malagasy,https://mg.wikipedia.org,262576,103475,1146572,3,40100,113,2,0
2026-07-14,mhr,олык марий,https://mhr.wikipedia.org,31750,11325,203146,0,16686,20,1,0
2026-07-14,mi,Māori,https://mi.wikipedia.org,15582,8053,168003,0,23034,24,2,0
2026-07-14,min,Minangkabau,https://min.wikipedia.org,475109,229716,3349587,180,24173,49,6,0
2026-07-14,mk,македонски,https://mk.wikipedia.org,606502,163167,5579887,9037,133993,275,12,0
2026-07-14,ml,മലയാളം,https://ml.wikipedia.org,554479,88215,4385743,7506,206496,388,13,0
2026-07-14,mn,монгол,https://mn.wikipedia.org,115172,27808,860524,1405,104701,228,4,0
2026-07-14,mni,ꯃꯤꯇꯩ ꯂꯣꯟ,https://mni.wikipedia.org,17886,10550,62047,0,48132,27,3,0
2026-07-14,mnw,ဘာသာမန်,https://mnw.wikipedia.org,11330,4077,56119,0,5427,20,3,0
2026-07-14,mos,moore,https://mos.wikipedia.org,2120,1326,31794,0,1738,12,0,0
2026-07-14,mr,मराठी,https://mr.wikipedia.org,332952,102306,2689606,2403,182679,303,10,0
2026-07-14,mrj,кырык мары,https://mrj.wikipedia.org,21615,10430,108133,0,12370,19,1,0
2026-07-14,ms,Bahasa Melayu,https://ms.wikipedia.org,1186738,439856,6885578,17903,403193,2006,14,0
2026-07-14,mt,Malti,https://mt.wikipedia.org,23834,7886,330328,697,28160,44,4,0
2026-07-14,mwl,Mirandés,https://mwl.wikipedia.org,10787,4336,106715,0,15310,25,1,0
2026-07-14,my,မြန်မာဘာသာ,https://my.wikipedia.org,271514,111234,1042746,2936,142321,313,4,0
2026-07-14,myv,эрзянь,https://myv.wikipedia.org,31951,7870,154577,0,15137,16,2,0
2026-07-14,mzn,مازِرونی,https://mzn.wikipedia.org,165075,64695,389975,432,45845,50,4,0
2026-07-14,nah,Nāhuatl,https://nah.wikipedia.org,12196,4074,525877,168,24696,16,2,0
2026-07-14,nan,閩南語 / Bân-lâm-gí,https://zh-min-nan.wikipedia.org,1079208,434307,3281472,292,74330,90,3,0
2026-07-14,nap,Napulitano,https://nap.wikipedia.org,24240,14964,671922,288,34830,33,3,0
2026-07-14,nds,Plattdüütsch,https://nds.wikipedia.org,187372,85907,1069745,0,62514,54,3,0
2026-07-14,nds-nl,Nedersaksies,https://nds-nl.wikipedia.org,22029,8106,332355,561,36089,33,6,0
2026-07-14,ne,नेपाली,https://ne.wikipedia.org,114592,29921,1358882,1486,78715,141,5,0
2026-07-14,new,नेपाल भाषा,https://new.wikipedia.org,269597,74240,1120839,0,31222,23,2,0
2026-07-14,nia,Li Niha,https://nia.wikipedia.org,4497,1778,27541,0,2897,7,2,0
2026-07-14,nl,Nederlands,https://nl.wikipedia.org,4789013,2223058,71396935,20,1588337,7388,33,0
2026-07-14,nn,norsk nynorsk,https://nn.wikipedia.org,401242,178113,3652683,10,155493,147,14,0
2026-07-14,no,norsk,https://no.wikipedia.org,1890823,686392,25807534,4,720666,1556,35,0
2026-07-14,nov,Novial,https://nov.wikipedia.org,5170,2070,181451,0,13698,18,2,0
2026-07-14,nqo,ߒߞߏ,https://nqo.wikipedia.org,3484,1615,12900,0,6039,16,1,0
2026-07-14,nr,isiNdebele seSewula,https://nr.wikipedia.org,1042,327,6509,0,1611,11,0,0
2026-07-14,nrm,Nouormand,https://nrm.wikipedia.org,10695,5060,221198,0,15526,10,1,0
2026-07-14,nso,Sesotho sa Leboa,https://nso.wikipedia.org,11933,8940,55156,0,8575,20,1,0
2026-07-14,nup,Nupe,https://nup.wikipedia.org,1666,953,21189,0,1287,29,2,0
2026-07-14,nv,Diné bizaad,https://nv.wikipedia.org,36574,22667,308917,736,21040,19,2,0
2026-07-14,ny,Chi-Chewa,https://ny.wikipedia.org,5436,1121,48523,0,12865,16,2,0
2026-07-14,oc,occitan,https://oc.wikipedia.org,167280,90808,2491779,306,64073,138,3,0
2026-07-14,olo,livvinkarjala,https://olo.wikipedia.org,15071,5017,41937,0,8737,23,2,0
2026-07-14,om,Oromoo,https://om.wikipedia.org,5368,1969,45705,0,14101,23,1,0
2026-07-14,or,ଓଡ଼ିଆ,https://or.wikipedia.org,87788,20958,588060,170,41933,67,4,0
2026-07-14,os,ирон,https://os.wikipedia.org,77709,21755,593787,149,28222,25,3,0
2026-07-14,pa,ਪੰਜਾਬੀ,https://pa.wikipedia.org,193086,59618,840716,1868,59624,137,10,0
2026-07-14,pag,Pangasinan,https://pag.wikipedia.org,6890,2653,79790,0,10038,18,1,0
2026-07-14,pam,Kapampangan,https://pam.wikipedia.org,23407,10221,311889,394,24924,21,2,0
2026-07-14,pap,Papiamentu,https://pap.wikipedia.org,11401,5575,196975,0,18426,26,5,0
2026-07-14,pcd,Picard,https://pcd.wikipedia.org,12188,6122,79518,51,21966,27,2,0
2026-07-14,pcm,Naijá,https://pcm.wikipedia.org,2902,1601,31702,0,3819,20,4,0
2026-07-14,pdc,Deitsch,https://pdc.wikipedia.org,5862,2030,107720,0,39604,21,1,0
2026-07-14,pfl,Pälzisch,https://pfl.wikipedia.org,7115,2865,93429,0,14120,15,4,0
2026-07-14,pi,पालि,https://pi.wikipedia.org,1828,302,103502,1,8569,9,1,0
2026-07-14,pl,polski,https://pl.wikipedia.org,4049060,1701444,79975613,265,1586613,9250,95,0
2026-07-14,pms,Piemontèis,https://pms.wikipedia.org,104140,71539,884531,1810,31932,29,4,0
2026-07-14,pnb,پنجابی,https://pnb.wikipedia.org,146414,75611,705730,31,44343,57,2,0
2026-07-14,pnt,Ποντιακά,https://pnt.wikipedia.org,2601,665,37566,0,12692,16,1,0
2026-07-14,ppl,Nawat,https://ppl.wikipedia.org,1306,254,9874,0,702,13,1,0
2026-07-14,ps,پښتو,https://ps.wikipedia.org,77134,21322,364612,1819,39424,55,3,0
2026-07-14,pt,português,https://pt.wikipedia.org,6142342,1177845,72438421,68131,3449842,7532,51,0
2026-07-14,pwn,pinayuanan,https://pwn.wikipedia.org,655,393,13067,0,2719,3,1,0
2026-07-14,qu,Runa Simi,https://qu.wikipedia.org,58767,24547,688402,0,34760,34,1,0
2026-07-14,rki,ရခိုင်,https://rki.wikipedia.org,5035,1464,19538,0,1176,13,2,0
2026-07-14,rm,rumantsch,https://rm.wikipedia.org,9863,3867,172392,48,23600,24,2,0
2026-07-14,rmy,romani čhib,https://rmy.wikipedia.org,2854,758,57307,0,19692,10,1,0
2026-07-14,rn,ikirundi,https://rn.wikipedia.org,2868,729,27890,0,11466,17,1,0
2026-07-14,ro,română,https://ro.wikipedia.org,3053232,545813,17802554,120266,760417,1707,18,0
2026-07-14,roa-tara,tarandíne,https://roa-tara.wikipedia.org,18700,9508,151056,147,13406,18,3,0
2026-07-14,rsk,руски,https://rsk.wikipedia.org,3022,1406,19899,0,2300,27,1,0
2026-07-14,ru,русский,https://ru.wikipedia.org,8530504,2109582,153653967,266559,4020944,16294,63,0
2026-07-14,rue,русиньскый,https://rue.wikipedia.org,23072,10274,166673,87,36189,38,1,0
2026-07-14,rup,armãneashti,https://roa-rup.wikipedia.org,4623,1389,209249,0,15891,10,1,0
2026-07-14,rw,Ikinyarwanda,https://rw.wikipedia.org,19265,9836,133535,0,18432,73,1,0
2026-07-14,sa,संस्कृतम्,https://sa.wikipedia.org,82601,12514,499210,445,46041,42,3,0
2026-07-14,sah,саха тыла,https://sah.wikipedia.org,55313,18212,428589,1765,29141,40,4,0
2026-07-14,sat,ᱥᱟᱱᱛᱟᱲᱤ,https://sat.wikipedia.org,33110,15468,190887,0,11178,52,2,0
2026-07-14,sc,sardu,https://sc.wikipedia.org,17771,7821,189908,157,29579,29,3,0
2026-07-14,scn,sicilianu,https://scn.wikipedia.org,55833,26310,779167,954,51072,48,4,0
2026-07-14,sco,Scots,https://sco.wikipedia.org,138505,34214,911865,416,133089,106,3,0
2026-07-14,sd,سنڌي,https://sd.wikipedia.org,83856,21994,394271,159,22237,46,4,0
2026-07-14,se,davvisámegiella,https://se.wikipedia.org,21142,7907,306005,0,33875,20,5,0
2026-07-14,sg,Sängö,https://sg.wikipedia.org,1960,374,21776,0,7915,9,1,0
2026-07-14,sgs,žemaitėška,https://bat-smg.wikipedia.org,30079,17275,362805,109,29084,26,3,0
