wikimedia_language_code,bcp47_tag,bcp47_primary_language,iso_639_1,iso_639_2_bibliographic,iso_639_2_terminologic,iso_639_3,iso_scope,iso_language_type,iso_reference_name,mapping_type,mapping_confidence,mapping_note,language_name_english,language_name_native,wikipedia_url,api_url,analytics_project,database_name,site_name,status,is_active,is_closed,article_count,total_pages,total_edits,registered_users,active_users,administrators,files_local,pageviews_30_days,pageviews_365_days,pageviews_30_start,pageviews_30_end,pageviews_365_start,pageviews_365_end,date_established,date_established_source,statistics_retrieved_at_utc,pageviews_retrieved_at_utc,connector_error
bh,bh,bh,,,,,,,,unresolved,low,No ISO 639-3 mapping found for BCP 47 primary subtag 'bh'.,भोजपुरी,Bhojpuri,https://bh.wikipedia.org,https://bh.wikipedia.org/w/api.php,bh.wikipedia,bhwiki,विकिपीडिया,active,True,False,9129,82011,797817,40309,45,2,54,644489,5739325,2026-06-19,2026-07-18,2025-07-19,2026-07-18,,,2026-07-19T18:27:34.967328+00:00,2026-07-19T18:27:34.967328+00:00,
nah,nah,nah,,,,,,,,unresolved,low,No ISO 639-3 mapping found for BCP 47 primary subtag 'nah'.,Nāhuatl,Nahuatl,https://nah.wikipedia.org,https://nah.wikipedia.org/w/api.php,nah.wikipedia,nahwiki,Huiquipedia,active,True,False,4044,12161,525950,24710,15,2,168,87043,1105912,2026-06-19,2026-07-18,2025-07-19,2026-07-18,,,2026-07-19T18:30:04.687186+00:00,2026-07-19T18:30:04.687186+00:00,
