date,code,language,url,pages,articles,edits,images,users,activeusers,admins,jobs
2026-07-15,se,davvisámegiella,https://se.wikipedia.org,21142,7907,306017,0,33882,20,5,0
2026-07-15,sg,Sängö,https://sg.wikipedia.org,1960,374,21776,0,7915,9,1,0
2026-07-15,sgs,žemaitėška,https://bat-smg.wikipedia.org,30079,17275,362805,109,29086,26,3,0
2026-07-15,sh,srpskohrvatski / српскохрватски,https://sh.wikipedia.org,4630801,461870,42633721,10014,373851,321,8,0
2026-07-15,shi,Taclḥit,https://shi.wikipedia.org,14984,10893,78698,0,41725,27,3,0
2026-07-15,shn,တႆး,https://shn.wikipedia.org,40218,19030,133390,79,6610,31,2,0
2026-07-15,si,සිංහල,https://si.wikipedia.org,176074,25590,794986,2988,78941,154,3,0
2026-07-15,simple,Simple English,https://simple.wikipedia.org,943858,283289,10897529,36,1814169,3083,24,0
2026-07-15,sk,slovenčina,https://sk.wikipedia.org,606388,260489,8223048,0,297873,1125,11,0
2026-07-15,skr,سرائیکی,https://skr.wikipedia.org,33317,24645,71701,0,4426,19,2,0
2026-07-15,sl,slovenščina,https://sl.wikipedia.org,509473,198330,6699440,9018,261608,513,22,0
2026-07-15,sm,Gagana Samoa,https://sm.wikipedia.org,6289,1209,48341,0,12262,14,1,0
2026-07-15,smn,anarâškielâ,https://smn.wikipedia.org,30227,6716,157562,0,7270,21,4,0
2026-07-15,sn,chiShona,https://sn.wikipedia.org,20759,11716,113990,0,20975,18,1,0
2026-07-15,so,Soomaaliga,https://so.wikipedia.org,33410,12125,302156,0,46056,142,1,0
2026-07-15,sq,shqip,https://sq.wikipedia.org,328036,106042,3004451,3434,188536,311,5,0
2026-07-15,sr,српски / srpski,https://sr.wikipedia.org,4173377,706383,31043909,40260,596230,1836,9,0
2026-07-15,srn,Sranantongo,https://srn.wikipedia.org,2737,1132,40158,0,9043,13,1,0
2026-07-15,ss,SiSwati,https://ss.wikipedia.org,3502,1157,42541,0,10379,16,3,0
2026-07-15,st,Sesotho,https://st.wikipedia.org,6083,1962,40275,0,12881,40,1,0
2026-07-15,stq,Seeltersk,https://stq.wikipedia.org,10857,4188,124356,381,15244,19,4,0
2026-07-15,su,Sunda,https://su.wikipedia.org,100766,62939,699231,419,36180,78,7,0
2026-07-15,sv,svenska,https://sv.wikipedia.org,6373429,2626602,59373415,0,1052314,4095,65,0
2026-07-15,sw,Kiswahili,https://sw.wikipedia.org,230744,121088,1576182,1210,89697,197,14,0
2026-07-15,syl,ꠍꠤꠟꠐꠤ,https://syl.wikipedia.org,6591,1231,30715,0,1859,14,1,0
2026-07-15,szl,ślůnski,https://szl.wikipedia.org,77505,60808,386599,0,30071,55,2,0
2026-07-15,szy,Sakizaya,https://szy.wikipedia.org,6480,2745,141077,0,4274,15,1,0
2026-07-15,ta,தமிழ்,https://ta.wikipedia.org,629211,187599,4589001,9857,262554,488,31,0
2026-07-15,tay,Tayal,https://tay.wikipedia.org,3343,2582,66798,0,2774,12,1,0
2026-07-15,tcy,ತುಳು,https://tcy.wikipedia.org,21742,3660,245991,12,8968,29,5,0
2026-07-15,tdd,ᥖᥭᥰ ᥖᥬᥲ ᥑᥨᥒᥰ,https://tdd.wikipedia.org,2491,448,7711,0,1191,9,1,0
2026-07-15,te,తెలుగు,https://te.wikipedia.org,423286,125962,4770356,15229,148669,375,11,0
2026-07-15,tet,tetun,https://tet.wikipedia.org,5563,1542,74179,0,11713,86,6,0
2026-07-15,tg,тоҷикӣ,https://tg.wikipedia.org,288440,118717,1479845,542,142559,102,7,0
2026-07-15,th,ไทย,https://th.wikipedia.org,1188331,185146,13102436,9259,556712,2801,18,0
2026-07-15,ti,ትግርኛ,https://ti.wikipedia.org,3067,365,25964,0,11503,18,2,0
2026-07-15,tig,ትግሬ,https://tig.wikipedia.org,510,62,6794,0,1806,11,1,0
2026-07-15,tk,Türkmençe,https://tk.wikipedia.org,17934,7206,269327,332,33936,45,2,0
2026-07-15,tl,Tagalog,https://tl.wikipedia.org,249909,49139,2209787,1712,162807,280,10,0
2026-07-15,tly,tolışi,https://tly.wikipedia.org,14025,10156,125142,1,51648,39,2,0
2026-07-15,tn,Setswana,https://tn.wikipedia.org,9999,5187,52505,4,12849,61,1,0
2026-07-15,to,lea faka-Tonga,https://to.wikipedia.org,5545,2047,44031,12,12928,13,2,0
2026-07-15,tok,toki pona,https://tok.wikipedia.org,11223,4457,62652,0,5898,110,2,0
2026-07-15,tpi,Tok Pisin,https://tpi.wikipedia.org,5775,1416,89571,0,16185,13,1,0
2026-07-15,tr,Türkçe,https://tr.wikipedia.org,3415044,690290,37407198,44720,1839008,4348,22,0
2026-07-15,trv,Seediq,https://trv.wikipedia.org,2220,1201,104329,0,3036,8,1,0
2026-07-15,ts,Xitsonga,https://ts.wikipedia.org,4570,1094,41726,0,12790,20,2,0
2026-07-15,tt,татарча / tatarça,https://tt.wikipedia.org,1460576,708935,5977337,7073,61261,83,7,0
2026-07-15,tum,chiTumbuka,https://tum.wikipedia.org,39758,19222,108113,138,11716,30,2,0
2026-07-15,tw,Twi,https://tw.wikipedia.org,8820,4737,138109,0,18455,24,3,0
2026-07-15,ty,reo tahiti,https://ty.wikipedia.org,3080,1252,54214,0,8725,8,1,0
2026-07-15,tyv,тыва дыл,https://tyv.wikipedia.org,15104,4128,52376,0,11091,17,1,0
2026-07-15,udm,удмурт,https://udm.wikipedia.org,20459,5917,130016,8,17614,16,2,0
2026-07-15,ug,ئۇيغۇرچە / Uyghurche,https://ug.wikipedia.org,17666,9723,175399,0,25818,40,1,0
2026-07-15,uk,українська,https://uk.wikipedia.org,5349436,1428030,48315316,114874,922794,4755,44,0
2026-07-15,ur,اردو,https://ur.wikipedia.org,2975840,648776,11555943,10274,215660,380,9,0
2026-07-15,uz,oʻzbekcha / ўзбекча,https://uz.wikipedia.org,1273685,350022,6202511,3930,287848,529,10,0
2026-07-15,ve,Tshivenda,https://ve.wikipedia.org,2656,901,22607,0,9602,17,1,0
2026-07-15,vec,vèneto,https://vec.wikipedia.org,143560,69617,1228436,724,42280,43,5,0
2026-07-15,vep,vepsän kel’,https://vep.wikipedia.org,39389,7112,188844,0,18436,23,1,0
2026-07-15,vi,Tiếng Việt,https://vi.wikipedia.org,4597371,1303692,75259039,28197,1072800,4446,16,0
2026-07-15,vls,West-Vlams,https://vls.wikipedia.org,23368,8357,326662,355,31175,32,5,0
2026-07-15,vo,Volapük,https://vo.wikipedia.org,171381,53232,3333791,0,41482,40,1,0
2026-07-15,vro,võro,https://fiu-vro.wikipedia.org,13129,6909,184670,50,16667,15,4,0
2026-07-15,wa,walon,https://wa.wikipedia.org,31045,12986,425196,771,28782,35,4,0
2026-07-15,war,Winaray,https://war.wikipedia.org,2870515,1266912,7735554,42,67268,68,3,0
2026-07-15,wo,Wolof,https://wo.wikipedia.org,5574,1745,107396,0,17657,17,1,0
2026-07-15,wuu,吴语,https://wuu.wikipedia.org,75447,48284,397066,6,239603,80,4,0
2026-07-15,xal,хальмг,https://xal.wikipedia.org,12566,1575,92816,0,11357,13,1,0
2026-07-15,xh,isiXhosa,https://xh.wikipedia.org,5748,2437,41201,0,16166,58,1,0
2026-07-15,xmf,მარგალური,https://xmf.wikipedia.org,42535,22402,251075,0,23137,27,3,0
2026-07-15,yi,ייִדיש,https://yi.wikipedia.org,44596,15755,599829,984,61422,48,3,0
2026-07-15,yo,Yorùbá,https://yo.wikipedia.org,63378,38213,622606,160,34251,87,4,0
2026-07-15,yue,粵語,https://zh-yue.wikipedia.org,341258,150935,2430546,3081,337823,838,9,0
2026-07-15,za,Vahcuengh,https://za.wikipedia.org,5626,3019,42990,0,12595,12,1,0
2026-07-15,zea,Zeêuws,https://zea.wikipedia.org,13984,7401,181622,1,16040,40,3,0
2026-07-15,zgh,ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⵏⴰⵡⴰⵢⵜ,https://zgh.wikipedia.org,52275,12241,177391,0,47067,45,4,0
2026-07-15,zh,中文,https://zh.wikipedia.org,8433551,1544333,93180713,70408,4145216,14026,61,0
2026-07-15,zu,isiZulu,https://zu.wikipedia.org,27518,12418,126007,0,26452,52,2,0
