wikimedia_language_code,bcp47_tag,bcp47_primary_language,iso_639_1,iso_639_2_bibliographic,iso_639_2_terminologic,iso_639_3,iso_scope,iso_language_type,iso_reference_name,mapping_type,mapping_confidence,mapping_note,language_name_english,language_name_native,wikipedia_url,api_url,analytics_project,database_name,site_name,status,is_active,is_closed,article_count,total_pages,total_edits,registered_users,active_users,administrators,files_local,pageviews_30_days,pageviews_365_days,pageviews_30_start,pageviews_30_end,pageviews_365_start,pageviews_365_end,date_established,date_established_source,statistics_retrieved_at_utc,pageviews_retrieved_at_utc,connector_error
arz,arz,arz,,,,arz,I,L,Egyptian Arabic,direct_iso_639_3,high,,مصرى,Egyptian Arabic,https://arz.wikipedia.org,https://arz.wikipedia.org/w/api.php,arz.wikipedia,arzwiki,ويكيبيديا,active,True,False,1632454,2255452,13143786,291247,329,7,1301,7379693,70627050,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:22:29.613701+00:00,2026-07-20T09:22:29.613701+00:00,
zh,zh,zh,zh,chi,zho,zho,M,L,Chinese,iso_registry_crosswalk,high,,中文,Chinese,https://zh.wikipedia.org,https://zh.wikipedia.org/w/api.php,zh.wikipedia,zhwiki,Wikipedia,active,True,False,1544763,8436542,93243393,4149304,13795,61,70407,379723588,5043757100,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:31:49.274906+00:00,2026-07-20T09:31:49.274906+00:00,
ja,ja,ja,ja,jpn,jpn,jpn,I,L,Japanese,iso_registry_crosswalk,high,,日本語,Japanese,https://ja.wikipedia.org,https://ja.wikipedia.org/w/api.php,ja.wikipedia,jawiki,Wikipedia,active,True,False,1510760,4435754,110137992,2699492,24076,40,6825,875292572,10608759988,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:25:55.194269+00:00,2026-07-20T09:25:55.194269+00:00,
uk,uk,uk,uk,ukr,ukr,ukr,I,L,Ukrainian,iso_registry_crosswalk,high,,українська,Ukrainian,https://uk.wikipedia.org,https://uk.wikipedia.org/w/api.php,uk.wikipedia,ukwiki,Вікіпедія,active,True,False,1428490,5351114,48335414,924072,4705,44,114882,48719408,695872001,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:30:51.588205+00:00,2026-07-20T09:30:51.588205+00:00,
ar,ar,ar,ar,ara,ara,ara,M,L,Arabic,iso_registry_crosswalk,high,,العربية,Arabic,https://ar.wikipedia.org,https://ar.wikipedia.org/w/api.php,ar.wikipedia,arwiki,ويكيبيديا,active,True,False,1324994,9174684,75827543,2959319,5282,24,56421,113844751,1397088316,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:22:27.561074+00:00,2026-07-20T09:22:27.561074+00:00,
vi,vi,vi,vi,vie,vie,vie,I,L,Vietnamese,iso_registry_crosswalk,high,,Tiếng Việt,Vietnamese,https://vi.wikipedia.org,https://vi.wikipedia.org/w/api.php,vi.wikipedia,viwiki,Wikipedia,active,True,False,1303658,4597610,75280642,1073822,4338,16,28229,47345725,,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:31:02.623467+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/vi.wikipedia/all-access/user/daily/2025072000/2026071900: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/vi.wikipedia/all-access/user/daily/2025072000/2026071900
war,war,war,,war,war,war,I,L,Waray (Philippines),direct_iso_639_3,high,,Winaray,Waray,https://war.wikipedia.org,https://war.wikipedia.org/w/api.php,war.wikipedia,warwiki,Wikipedia,active,True,False,1266913,2870520,7735587,67313,66,3,42,1020145,45085067,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:31:19.879007+00:00,2026-07-20T09:31:19.879007+00:00,
pt,pt,pt,pt,por,por,por,I,L,Portuguese,iso_registry_crosswalk,high,,português,Portuguese,https://pt.wikipedia.org,https://pt.wikipedia.org/w/api.php,pt.wikipedia,ptwiki,Wikipédia,active,True,False,1178278,6145555,72474210,3452888,7508,51,68190,187212389,2157096654,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:28:28.001047+00:00,2026-07-20T09:28:28.001047+00:00,
fa,fa,fa,fa,per,fas,fas,M,L,Persian,iso_registry_crosswalk,high,,فارسی,Persian,https://fa.wikipedia.org,https://fa.wikipedia.org/w/api.php,fa.wikipedia,fawiki,ویکی‌پدیا,active,True,False,1080287,6064981,43961539,1541267,7030,38,99377,151215815,1600383028,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:24:27.596601+00:00,2026-07-20T09:24:27.596601+00:00,
ce,ce,ce,ce,che,che,che,I,L,Chechen,iso_registry_crosswalk,high,,нохчийн,Chechen,https://ce.wikipedia.org,https://ce.wikipedia.org/w/api.php,ce.wikipedia,cewiki,Википеди,active,True,False,866444,1893754,21402111,46831,81,3,333,814728,13769504,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:23:21.901462+00:00,2026-07-20T09:23:21.901462+00:00,
ca,ca,ca,ca,cat,cat,cat,I,L,Catalan,iso_registry_crosswalk,high,,català,Catalan,https://ca.wikipedia.org,https://ca.wikipedia.org/w/api.php,ca.wikipedia,cawiki,Viquipèdia,active,True,False,798657,2009964,37916473,577216,1428,25,11393,14618068,185378603,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:23:12.977405+00:00,2026-07-20T09:23:12.977405+00:00,
id,id,id,id,ind,ind,ind,I,L,Indonesian,iso_registry_crosswalk,high,,Bahasa Indonesia,Indonesian,https://id.wikipedia.org,https://id.wikipedia.org/w/api.php,id.wikipedia,idwiki,Wikipedia,active,True,False,785988,4209759,29449534,1717128,5154,47,67110,58236015,845763573,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:25:32.756421+00:00,2026-07-20T09:25:32.756421+00:00,
ko,ko,ko,ko,kor,kor,kor,I,L,Korean,iso_registry_crosswalk,high,,한국어,Korean,https://ko.wikipedia.org,https://ko.wikipedia.org/w/api.php,ko.wikipedia,kowiki,위키백과,active,True,False,754631,3568820,42070464,1034361,5700,23,15540,60453821,679477769,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:26:15.682404+00:00,2026-07-20T09:26:15.682404+00:00,
tt,tt,tt,tt,tat,tat,tat,I,L,Tatar,iso_registry_crosswalk,high,,татарча / tatarça,Tatar,https://tt.wikipedia.org,https://tt.wikipedia.org/w/api.php,tt.wikipedia,ttwiki,Wikipedia,active,True,False,708943,1460642,5980910,61313,81,7,7074,756342,13823392,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:30:46.730734+00:00,2026-07-20T09:30:46.730734+00:00,
sr,sr,sr,sr,srp,srp,srp,I,L,Serbian,iso_registry_crosswalk,high,,српски / srpski,Serbian,https://sr.wikipedia.org,https://sr.wikipedia.org/w/api.php,sr.wikipedia,srwiki,Википедија,active,True,False,706571,4173797,31053123,597947,1836,9,40274,26489606,317535546,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:29:29.043007+00:00,2026-07-20T09:29:29.043007+00:00,
tr,tr,tr,tr,tur,tur,tur,I,L,Turkish,iso_registry_crosswalk,high,,Türkçe,Turkish,https://tr.wikipedia.org,https://tr.wikipedia.org/w/api.php,tr.wikipedia,trwiki,Vikipedi,active,True,False,690868,3414420,37426410,1840469,4296,22,44735,96001855,1329980872,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:30:37.565759+00:00,2026-07-20T09:30:37.565759+00:00,
no,no,no,no,nor,nor,nor,M,L,Norwegian,iso_registry_crosswalk,high,,norsk,Norwegian,https://no.wikipedia.org,https://no.wikipedia.org/w/api.php,no.wikipedia,nowiki,Wikipedia,active,True,False,686709,1891658,25813288,721356,1517,35,4,27111002,301727481,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:27:39.979574+00:00,2026-07-20T09:27:39.979574+00:00,
ur,ur,ur,ur,urd,urd,urd,I,L,Urdu,iso_registry_crosswalk,high,,اردو,Urdu,https://ur.wikipedia.org,https://ur.wikipedia.org/w/api.php,ur.wikipedia,urwiki,ویکیپیڈیا,active,True,False,654051,2982518,11619942,215924,386,9,10282,3793457,47238298,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:30:52.256223+00:00,2026-07-20T09:30:52.256223+00:00,
fi,fi,fi,fi,fin,fin,fin,I,L,Finnish,iso_registry_crosswalk,high,,suomi,Finnish,https://fi.wikipedia.org,https://fi.wikipedia.org/w/api.php,fi.wikipedia,fiwiki,Wikipedia,active,True,False,621691,1588790,24070689,671549,2879,35,80404,46705200,597650124,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:24:36.562358+00:00,2026-07-20T09:24:36.562358+00:00,
cs,cs,cs,cs,cze,ces,ces,I,L,Czech,iso_registry_crosswalk,high,,čeština,Czech,https://cs.wikipedia.org,https://cs.wikipedia.org/w/api.php,cs.wikipedia,cswiki,Wikipedie,active,True,False,595499,1656533,26021423,804482,3840,31,1,51212852,723556836,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:23:34.520032+00:00,2026-07-20T09:23:34.520032+00:00,
hu,hu,hu,hu,hun,hun,hun,I,L,Hungarian,iso_registry_crosswalk,high,,magyar,Hungarian,https://hu.wikipedia.org,https://hu.wikipedia.org/w/api.php,hu.wikipedia,huwiki,Wikipédia,active,True,False,571361,1623797,29161782,650475,2794,22,9517,42010463,548755409,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:25:29.249716+00:00,2026-07-20T09:25:29.249716+00:00,
ro,ro,ro,ro,rum,ron,ron,I,L,Romanian,iso_registry_crosswalk,high,,română,Romanian,https://ro.wikipedia.org,https://ro.wikipedia.org/w/api.php,ro.wikipedia,rowiki,Wikipedia,active,True,False,545969,3054758,17812122,761221,1613,18,120274,24754246,334600280,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:28:54.090149+00:00,2026-07-20T09:28:54.090149+00:00,
eu,eu,eu,eu,baq,eus,eus,I,L,Basque,iso_registry_crosswalk,high,,euskara,Basque,https://eu.wikipedia.org,https://eu.wikipedia.org/w/api.php,eu.wikipedia,euwiki,Wikipedia,active,True,False,492032,1082156,10874863,197240,432,12,0,2494792,50847250,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:24:26.226203+00:00,2026-07-20T09:24:26.226203+00:00,
sh,sh,sh,sh,,,hbs,M,L,Serbo-Croatian,iso_registry_crosswalk,high,,srpskohrvatski / српскохрватски,Serbo-Croatian,https://sh.wikipedia.org,https://sh.wikipedia.org/w/api.php,sh.wikipedia,shwiki,Wikipedija,active,True,False,461784,4630686,42635600,375134,321,8,10015,5454963,79301353,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:29:13.087305+00:00,2026-07-20T09:29:13.087305+00:00,
ms,ms,ms,ms,may,msa,msa,M,L,Malay (macrolanguage),iso_registry_crosswalk,high,,Bahasa Melayu,Malay,https://ms.wikipedia.org,https://ms.wikipedia.org/w/api.php,ms.wikipedia,mswiki,Wikipedia,active,True,False,440011,1187095,6890734,403820,1960,14,17903,12799027,163403046,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:27:28.646207+00:00,2026-07-20T09:27:28.646207+00:00,
nan,nan,nan,,,,nan,I,L,Min Nan Chinese,direct_iso_639_3,high,,閩南語 / Bân-lâm-gí,Minnan,https://zh-min-nan.wikipedia.org,https://zh-min-nan.wikipedia.org/w/api.php,zh-min-nan.wikipedia,zh_min_nanwiki,Wikipedia,active,True,False,434334,1079276,3281811,74413,87,3,292,1605347,28861941,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:27:33.616853+00:00,2026-07-20T09:27:33.616853+00:00,
he,he,he,he,heb,heb,heb,I,L,Hebrew,iso_registry_crosswalk,high,,עברית,Hebrew,https://he.wikipedia.org,https://he.wikipedia.org/w/api.php,he.wikipedia,hewiki,ויקיפדיה,active,True,False,401231,1673986,43541066,1335471,6968,25,88295,45218109,600673404,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:25:24.620822+00:00,2026-07-20T09:25:24.620822+00:00,
eo,eo,eo,eo,epo,epo,epo,I,C,Esperanto,iso_registry_crosswalk,high,,Esperanto,Esperanto,https://eo.wikipedia.org,https://eo.wikipedia.org/w/api.php,eo.wikipedia,eowiki,Vikipedio,active,True,False,387967,870508,9410627,257878,385,13,19749,1984484,38038798,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:24:16.701697+00:00,2026-07-20T09:24:16.701697+00:00,
uz,uz,uz,uz,uzb,uzb,uzb,M,L,Uzbek,iso_registry_crosswalk,high,,oʻzbekcha / ўзбекча,Uzbek,https://uz.wikipedia.org,https://uz.wikipedia.org/w/api.php,uz.wikipedia,uzwiki,Vikipediya,active,True,False,350652,1275023,6205934,289236,507,10,3931,3860886,79105561,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:30:52.902420+00:00,2026-07-20T09:30:52.902420+00:00,
hy,hy,hy,hy,arm,hye,hye,I,L,Armenian,iso_registry_crosswalk,high,,հայերեն,Armenian,https://hy.wikipedia.org,https://hy.wikipedia.org/w/api.php,hy.wikipedia,hywiki,Վիքիպեդիա,active,True,False,330007,1206699,10829906,172237,664,10,12443,4638241,69966667,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:25:29.896631+00:00,2026-07-20T09:25:29.896631+00:00,
da,da,da,da,dan,dan,dan,I,L,Danish,iso_registry_crosswalk,high,,dansk,Danish,https://da.wikipedia.org,https://da.wikipedia.org/w/api.php,da.wikipedia,dawiki,Wikipedia,active,True,False,315076,987206,12286600,572666,1323,25,1,17852160,228268463,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:23:38.072526+00:00,2026-07-20T09:23:38.072526+00:00,
bg,bg,bg,bg,bul,bul,bul,I,L,Bulgarian,iso_registry_crosswalk,high,,български,Bulgarian,https://bg.wikipedia.org,https://bg.wikipedia.org/w/api.php,bg.wikipedia,bgwiki,Уикипедия,active,True,False,311240,705408,12945173,400289,1522,19,13,18667409,237209808,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:23:03.395234+00:00,2026-07-20T09:23:03.395234+00:00,
cy,cy,cy,cy,wel,cym,cym,I,L,Welsh,iso_registry_crosswalk,high,,Cymraeg,Welsh,https://cy.wikipedia.org,https://cy.wikipedia.org/w/api.php,cy.wikipedia,cywiki,Wicipedia,active,True,False,284346,550541,15235986,109848,149,11,12268,935247,19310245,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:23:37.311735+00:00,2026-07-20T09:23:37.311735+00:00,
simple,en-simple,en,en,eng,eng,eng,I,L,English,project_variant,high,Simple English Wikipedia; maps to English.,Simple English,Simple English,https://simple.wikipedia.org,https://simple.wikipedia.org/w/api.php,simple.wikipedia,simplewiki,Wikipedia,active,True,False,283414,944231,10903349,1816652,3059,24,36,28501526,252684426,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:29:15.756848+00:00,2026-07-20T09:29:15.756848+00:00,
el,el,el,el,gre,ell,ell,I,L,Modern Greek (1453-),iso_registry_crosswalk,high,,Ελληνικά,Greek,https://el.wikipedia.org,https://el.wikipedia.org/w/api.php,el.wikipedia,elwiki,Βικιπαίδεια,active,True,False,271122,755370,11710496,517956,2390,22,19945,26378221,364464957,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:24:07.758956+00:00,2026-07-20T09:24:07.758956+00:00,
be,be,be,be,bel,bel,bel,I,L,Belarusian,iso_registry_crosswalk,high,,беларуская,Belarusian,https://be.wikipedia.org,https://be.wikipedia.org/w/api.php,be.wikipedia,bewiki,Вікіпедыя,active,True,False,264880,735054,5159188,169480,339,10,3619,1465465,21036515,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:23:01.516756+00:00,2026-07-20T09:23:01.516756+00:00,
et,et,et,et,est,est,est,M,L,Estonian,iso_registry_crosswalk,high,,eesti,Estonian,https://et.wikipedia.org,https://et.wikipedia.org/w/api.php,et.wikipedia,etwiki,Vikipeedia,active,True,False,260948,616660,7188134,231945,809,36,659,,96746214,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:24:18.076570+00:00,2026-07-20T09:24:18.076570+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/et.wikipedia/all-access/user/daily/2026062000/2026071900: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/et.wikipedia/all-access/user/daily/2026062000/2026071900
sk,sk,sk,sk,slo,slk,slk,I,L,Slovak,iso_registry_crosswalk,high,,slovenčina,Slovak,https://sk.wikipedia.org,https://sk.wikipedia.org/w/api.php,sk.wikipedia,skwiki,Wikipédia,active,True,False,260563,606616,8225142,298209,1051,11,0,10389141,,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:29:16.443342+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/sk.wikipedia/all-access/user/daily/2025072000/2026071900: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/sk.wikipedia/all-access/user/daily/2025072000/2026071900
azb,azb,azb,,,,azb,I,L,South Azerbaijani,direct_iso_639_3,high,,تۆرکجه,South Azerbaijani,https://azb.wikipedia.org,https://azb.wikipedia.org/w/api.php,azb.wikipedia,azbwiki,ویکی‌پدیا,active,True,False,244732,580543,1590915,62673,93,4,558,777652,10944596,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:22:49.532792+00:00,2026-07-20T09:22:49.532792+00:00,
kk,kk,kk,kk,kaz,kaz,kaz,I,L,Kazakh,iso_registry_crosswalk,high,,қазақша,Kazakh,https://kk.wikipedia.org,https://kk.wikipedia.org/w/api.php,kk.wikipedia,kkwiki,Уикипедия,active,True,False,244330,668759,3628482,179891,321,15,8763,2883589,53353922,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:26:05.878412+00:00,2026-07-20T09:26:05.878412+00:00,
hr,hr,hr,hr,hrv,hrv,hrv,I,L,Croatian,iso_registry_crosswalk,high,,hrvatski,Croatian,https://hr.wikipedia.org,https://hr.wikipedia.org/w/api.php,hr.wikipedia,hrwiki,Wikipedija,active,True,False,234298,509499,7545215,363509,841,14,21139,13690506,177604594,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:25:26.849424+00:00,2026-07-20T09:25:26.849424+00:00,
gl,gl,gl,gl,glg,glg,glg,I,L,Galician,iso_registry_crosswalk,high,,galego,Galician,https://gl.wikipedia.org,https://gl.wikipedia.org/w/api.php,gl.wikipedia,glwiki,Wikipedia,active,True,False,232533,629332,7502486,172199,369,6,35,2032340,,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:25:00.016925+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/gl.wikipedia/all-access/user/daily/2025072000/2026071900: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/gl.wikipedia/all-access/user/daily/2025072000/2026071900
min,min,min,,min,min,min,I,L,Minangkabau,direct_iso_639_3,high,,Minangkabau,Minangkabau,https://min.wikipedia.org,https://min.wikipedia.org/w/api.php,min.wikipedia,minwiki,Wikipedia,active,True,False,229790,475203,3350058,24202,63,6,180,329396,10333794,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:27:15.199398+00:00,2026-07-20T09:27:15.199398+00:00,
lt,lt,lt,lt,lit,lit,lit,I,L,Lithuanian,iso_registry_crosswalk,high,,lietuvių,Lithuanian,https://lt.wikipedia.org,https://lt.wikipedia.org/w/api.php,lt.wikipedia,ltwiki,Vikipedija,active,True,False,226352,566288,7868794,219721,512,9,27105,5833335,83413748,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:26:38.791218+00:00,2026-07-20T09:26:38.791218+00:00,
az,az,az,az,aze,aze,aze,M,L,Azerbaijani,iso_registry_crosswalk,high,,azərbaycanca,Azerbaijani,https://az.wikipedia.org,https://az.wikipedia.org/w/api.php,az.wikipedia,azwiki,Vikipediya,active,True,False,216188,682665,8990759,346364,795,13,14572,5721317,112465733,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:22:48.868792+00:00,2026-07-20T09:22:48.868792+00:00,
sl,sl,sl,sl,slv,slv,slv,I,L,Slovenian,iso_registry_crosswalk,high,,slovenščina,Slovenian,https://sl.wikipedia.org,https://sl.wikipedia.org/w/api.php,sl.wikipedia,slwiki,Wikipedija,active,True,False,198383,509628,6702426,261792,507,22,9018,5869426,81463674,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:29:24.754040+00:00,2026-07-20T09:29:24.754040+00:00,
ka,ka,ka,ka,geo,kat,kat,I,L,Georgian,iso_registry_crosswalk,high,,ქართული,Georgian,https://ka.wikipedia.org,https://ka.wikipedia.org/w/api.php,ka.wikipedia,kawiki,ვიკიპედია,active,True,False,197413,808435,5445270,183356,354,6,15983,4143126,70945140,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:25:57.935253+00:00,2026-07-20T09:25:57.935253+00:00,
bn,bn,bn,bn,ben,ben,ben,I,L,Bengali,iso_registry_crosswalk,high,,বাংলা,Bangla,https://bn.wikipedia.org,https://bn.wikipedia.org/w/api.php,bn.wikipedia,bnwiki,উইকিপিডিয়া,active,True,False,189382,1418806,9057020,551804,1710,16,21607,7897840,132114037,2026-06-20,2026-07-19,2025-07-20,2026-07-19,,,2026-07-20T09:23:07.466352+00:00,2026-07-20T09:23:07.466352+00:00,
