wikimedia_language_code,bcp47_tag,bcp47_primary_language,iso_639_1,iso_639_2_bibliographic,iso_639_2_terminologic,iso_639_3,iso_scope,iso_language_type,iso_reference_name,mapping_type,mapping_confidence,mapping_note,language_name_english,language_name_native,wikipedia_url,api_url,analytics_project,database_name,site_name,status,is_active,is_closed,article_count,total_pages,total_edits,registered_users,active_users,administrators,files_local,pageviews_30_days,pageviews_365_days,pageviews_30_start,pageviews_30_end,pageviews_365_start,pageviews_365_end,date_established,date_established_source,statistics_retrieved_at_utc,pageviews_retrieved_at_utc,connector_error
lt,lt,lt,lt,lit,lit,lit,I,L,Lithuanian,iso_registry_crosswalk,high,,lietuvių,Lithuanian,https://lt.wikipedia.org,https://lt.wikipedia.org/w/api.php,lt.wikipedia,ltwiki,Vikipedija,active,True,False,226334,566262,7867943,219633,509,9,27104,5610725,83408059,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:05:00.128332+00:00,2026-07-18T08:05:00.128332+00:00,
az,az,az,az,aze,aze,aze,M,L,Azerbaijani,iso_registry_crosswalk,high,,azərbaycanca,Azerbaijani,https://az.wikipedia.org,https://az.wikipedia.org/w/api.php,az.wikipedia,azwiki,Vikipediya,active,True,False,216121,682525,8988707,346219,784,13,14570,5467056,112549618,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T07:59:06.237791+00:00,2026-07-18T07:59:06.237791+00:00,
sl,sl,sl,sl,slv,slv,slv,I,L,Slovenian,iso_registry_crosswalk,high,,slovenščina,Slovenian,https://sl.wikipedia.org,https://sl.wikipedia.org/w/api.php,sl.wikipedia,slwiki,Wikipedija,active,True,False,198370,509572,6701544,261708,513,22,9018,5564125,81263558,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:07:58.840483+00:00,2026-07-18T08:07:58.840483+00:00,
ka,ka,ka,ka,geo,kat,kat,I,L,Georgian,iso_registry_crosswalk,high,,ქართული,Georgian,https://ka.wikipedia.org,https://ka.wikipedia.org/w/api.php,ka.wikipedia,kawiki,ვიკიპედია,active,True,False,197367,808292,5442091,183303,338,6,15984,,70875649,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:03:51.446901+00:00,2026-07-18T08:03:51.446901+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/ka.wikipedia/all-access/user/daily/2026061800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/ka.wikipedia/all-access/user/daily/2026061800/2026071700
bn,bn,bn,bn,ben,ben,ben,I,L,Bengali,iso_registry_crosswalk,high,,বাংলা,Bangla,https://bn.wikipedia.org,https://bn.wikipedia.org/w/api.php,bn.wikipedia,bnwiki,উইকিপিডিয়া,active,True,False,189288,1418515,9053977,551475,1731,16,21593,7562919,132233463,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T07:59:24.938216+00:00,2026-07-18T07:59:24.938216+00:00,
ta,ta,ta,ta,tam,tam,tam,I,L,Tamil,iso_registry_crosswalk,high,,தமிழ்,Tamil,https://ta.wikipedia.org,https://ta.wikipedia.org/w/api.php,ta.wikipedia,tawiki,விக்கிப்பீடியா,active,True,False,187638,629316,4589884,262666,488,31,9869,5288016,79283795,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:08:31.332225+00:00,2026-07-18T08:08:31.332225+00:00,
th,th,th,th,tha,tha,tha,I,L,Thai,iso_registry_crosswalk,high,,ไทย,Thai,https://th.wikipedia.org,https://th.wikipedia.org/w/api.php,th.wikipedia,thwiki,วิกิพีเดีย,active,True,False,185236,1188870,13107121,557092,2790,18,9261,30709011,371641853,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:08:35.966502+00:00,2026-07-18T08:08:35.966502+00:00,
lld,lld,lld,,,,lld,I,L,Ladin,direct_iso_639_3,high,,Ladin,Ladin,https://lld.wikipedia.org,https://lld.wikipedia.org/w/api.php,lld.wikipedia,lldwiki,Wikipedia,active,True,False,183203,191032,252408,14020,30,3,4,225595,11042092,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:04:50.021160+00:00,2026-07-18T08:04:50.021160+00:00,
nn,nn,nn,nn,nno,nno,nno,I,L,Norwegian Nynorsk,iso_registry_crosswalk,high,,norsk nynorsk,Norwegian Nynorsk,https://nn.wikipedia.org,https://nn.wikipedia.org/w/api.php,nn.wikipedia,nnwiki,Wikipedia,active,True,False,178132,401300,3653268,155592,147,14,10,1334280,24865430,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:05:45.997023+00:00,2026-07-18T08:05:45.997023+00:00,
hi,hi,hi,hi,hin,hin,hin,I,L,Hindi,iso_registry_crosswalk,high,,हिन्दी,Hindi,https://hi.wikipedia.org,https://hi.wikipedia.org/w/api.php,hi.wikipedia,hiwiki,विकिपीडिया,active,True,False,170520,1391097,6573258,915110,928,7,4683,13622750,200650540,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:02:22.994850+00:00,2026-07-18T08:02:22.994850+00:00,
mk,mk,mk,mk,mac,mkd,mkd,I,L,Macedonian,iso_registry_crosswalk,high,,македонски,Macedonian,https://mk.wikipedia.org,https://mk.wikipedia.org/w/api.php,mk.wikipedia,mkwiki,Википедија,active,True,False,163183,606586,5582796,134074,275,12,9037,1751842,32075616,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:05:23.104548+00:00,2026-07-18T08:05:23.104548+00:00,
yue,yue,yue,,,,yue,I,L,Yue Chinese,direct_iso_639_3,high,,粵語,Cantonese,https://zh-yue.wikipedia.org,https://zh-yue.wikipedia.org/w/api.php,zh-yue.wikipedia,zh_yuewiki,維基百科,active,True,False,151047,341423,2431747,338068,838,9,3081,6341300,60424524,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:10:06.728187+00:00,2026-07-18T08:10:06.728187+00:00,
lv,lv,lv,lv,lav,lav,lav,M,L,Latvian,iso_registry_crosswalk,high,,latviešu,Latvian,https://lv.wikipedia.org,https://lv.wikipedia.org/w/api.php,lv.wikipedia,lvwiki,Vikipēdija,active,True,False,144380,575717,4487767,146917,423,14,28774,3143810,53426667,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:05:01.506253+00:00,2026-07-18T08:05:01.506253+00:00,
la,la,la,la,lat,lat,lat,I,H,Latin,iso_registry_crosswalk,high,,Latina,Latin,https://la.wikipedia.org,https://la.wikipedia.org/w/api.php,la.wikipedia,lawiki,Vicipaedia,active,True,False,141975,295279,3963091,209387,175,21,0,2291175,23691485,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:04:29.945000+00:00,2026-07-18T08:04:29.945000+00:00,
ast,ast,ast,,ast,ast,ast,I,L,Asturian,direct_iso_639_3,high,,asturianu,Asturian,https://ast.wikipedia.org,https://ast.wikipedia.org/w/api.php,ast.wikipedia,astwiki,Wikipedia,active,True,False,139163,249569,4499749,149694,139,6,0,1639659,22760850,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T07:59:02.075729+00:00,2026-07-18T07:59:02.075729+00:00,
af,af,af,af,afr,afr,afr,I,L,Afrikaans,iso_registry_crosswalk,high,,Afrikaans,Afrikaans,https://af.wikipedia.org,https://af.wikipedia.org/w/api.php,af.wikipedia,afwiki,Wikipedia,active,True,False,129830,440944,2913207,208654,249,15,10045,2042029,28396228,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T07:58:31.960308+00:00,2026-07-18T07:58:31.960308+00:00,
te,te,te,te,tel,tel,tel,I,L,Telugu,iso_registry_crosswalk,high,,తెలుగు,Telugu,https://te.wikipedia.org,https://te.wikipedia.org/w/api.php,te.wikipedia,tewiki,వికీపీడియా,active,True,False,126084,423605,4771817,148759,375,11,15231,2989258,47163217,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:08:34.057607+00:00,2026-07-18T08:08:34.057607+00:00,
sw,sw,sw,sw,swa,swa,swa,M,L,Swahili (macrolanguage),iso_registry_crosswalk,high,,Kiswahili,Swahili,https://sw.wikipedia.org,https://sw.wikipedia.org/w/api.php,sw.wikipedia,swwiki,Wikipedia,active,True,False,121120,230823,1576813,89750,197,14,1210,2574089,,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:08:21.595639+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/sw.wikipedia/all-access/user/daily/2025071800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/sw.wikipedia/all-access/user/daily/2025071800/2026071700
tg,tg,tg,tg,tgk,tgk,tgk,I,L,Tajik,iso_registry_crosswalk,high,,тоҷикӣ,Tajik,https://tg.wikipedia.org,https://tg.wikipedia.org/w/api.php,tg.wikipedia,tgwiki,Википедиа,active,True,False,118753,288510,1480328,143014,102,7,544,546745,13581323,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:08:35.321546+00:00,2026-07-18T08:08:35.321546+00:00,
my,my,my,my,bur,mya,mya,I,L,Burmese,iso_registry_crosswalk,high,,မြန်မာဘာသာ,Burmese,https://my.wikipedia.org,https://my.wikipedia.org/w/api.php,my.wikipedia,mywiki,ဝီကီပီးဒီးယား,active,True,False,111268,271581,1043036,142435,313,4,2937,1754408,22909603,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:05:30.731877+00:00,2026-07-18T08:05:30.731877+00:00,
ha,ha,ha,ha,hau,hau,hau,I,L,Hausa,iso_registry_crosswalk,high,,Hausa,Hausa,https://ha.wikipedia.org,https://ha.wikipedia.org/w/api.php,ha.wikipedia,hawiki,Wikipedia,active,True,False,106323,151338,884382,46613,324,15,0,,31631653,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:02:13.407010+00:00,2026-07-18T08:02:13.407010+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/ha.wikipedia/all-access/user/daily/2026061800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/ha.wikipedia/all-access/user/daily/2026061800/2026071700
sq,sq,sq,sq,alb,sqi,sqi,M,L,Albanian,iso_registry_crosswalk,high,,shqip,Albanian,https://sq.wikipedia.org,https://sq.wikipedia.org/w/api.php,sq.wikipedia,sqwiki,Wikipedia,active,True,False,106060,328189,3005744,188635,311,5,3434,1839548,,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:08:09.221545+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/sq.wikipedia/all-access/user/daily/2025071800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/sq.wikipedia/all-access/user/daily/2025071800/2026071700
mg,mg,mg,mg,mlg,mlg,mlg,M,L,Malagasy,iso_registry_crosswalk,high,,Malagasy,Malagasy,https://mg.wikipedia.org,https://mg.wikipedia.org/w/api.php,mg.wikipedia,mgwiki,Wikipedia,active,True,False,103486,262593,1146670,40135,113,2,3,,11264923,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:05:13.223252+00:00,2026-07-18T08:05:13.223252+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/mg.wikipedia/all-access/user/daily/2026061800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/mg.wikipedia/all-access/user/daily/2026061800/2026071700
mr,mr,mr,mr,mar,mar,mar,I,L,Marathi,iso_registry_crosswalk,high,,मराठी,Marathi,https://mr.wikipedia.org,https://mr.wikipedia.org/w/api.php,mr.wikipedia,mrwiki,विकिपीडिया,active,True,False,102344,333117,2690613,182850,303,10,2403,2412341,42735150,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:05:27.287359+00:00,2026-07-18T08:05:27.287359+00:00,
bs,bs,bs,bs,bos,bos,bos,I,L,Bosnian,iso_registry_crosswalk,high,,bosanski,Bosnian,https://bs.wikipedia.org,https://bs.wikipedia.org/w/api.php,bs.wikipedia,bswiki,Wikipedia,active,True,False,98506,387101,3895503,182514,219,10,5318,2250849,32672475,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T07:59:34.731819+00:00,2026-07-18T07:59:34.731819+00:00,
ku,ku,ku,ku,kur,kur,kur,M,L,Kurdish,iso_registry_crosswalk,high,,kurdî,Kurdish,https://ku.wikipedia.org,https://ku.wikipedia.org/w/api.php,ku.wikipedia,kuwiki,Wîkîpediya,active,True,False,91909,301674,2079104,169515,104,3,554,734875,17468286,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:04:12.441711+00:00,2026-07-18T08:04:12.441711+00:00,
br,br,br,br,bre,bre,bre,I,L,Breton,iso_registry_crosswalk,high,,brezhoneg,Breton,https://br.wikipedia.org,https://br.wikipedia.org/w/api.php,br.wikipedia,brwiki,Wikipedia,active,True,False,91465,161665,2190336,92295,103,5,492,362032,14880024,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T07:59:34.020959+00:00,2026-07-18T07:59:34.020959+00:00,
be-tarask,be-tarask,be,be,bel,bel,bel,I,L,Belarusian,orthographic_variant,high,Belarusian in Taraskievica orthography.,беларуская (тарашкевіца),Belarusian (Taraškievica orthography),https://be-tarask.wikipedia.org,https://be-tarask.wikipedia.org/w/api.php,be-tarask.wikipedia,be_x_oldwiki,Вікіпэдыя,active,True,False,91194,266634,2672125,98291,198,4,2276,681578,9646689,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T07:59:19.370233+00:00,2026-07-18T07:59:19.370233+00:00,
oc,oc,oc,oc,oci,oci,oci,I,L,Occitan (post 1500),iso_registry_crosswalk,high,,occitan,Occitan,https://oc.wikipedia.org,https://oc.wikipedia.org/w/api.php,oc.wikipedia,ocwiki,Wikipèdia,active,True,False,90810,167283,2491848,64110,138,3,306,703140,15970137,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:06:13.678951+00:00,2026-07-18T08:06:13.678951+00:00,
ml,ml,ml,ml,mal,mal,mal,I,L,Malayalam,iso_registry_crosswalk,high,,മലയാളം,Malayalam,https://ml.wikipedia.org,https://ml.wikipedia.org/w/api.php,ml.wikipedia,mlwiki,വിക്കിപീഡിയ,active,True,False,88225,554524,4386985,206611,388,13,7509,2631062,43834295,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:05:23.815137+00:00,2026-07-18T08:05:23.815137+00:00,
nds,nds,nds,,nds,nds,nds,I,L,Low German,direct_iso_639_3,high,,Plattdüütsch,Low German,https://nds.wikipedia.org,https://nds.wikipedia.org/w/api.php,nds.wikipedia,ndswiki,Wikipedia,active,True,False,85908,187391,1070151,62574,54,3,0,301711,7010767,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:05:41.775779+00:00,2026-07-18T08:05:41.775779+00:00,
an,an,an,an,arg,arg,arg,I,L,Aragonese,iso_registry_crosswalk,high,,aragonés,Aragonese,https://an.wikipedia.org,https://an.wikipedia.org/w/api.php,an.wikipedia,anwiki,Wikipedia,active,True,False,84968,239632,2455801,90175,97,9,2190,510950,12639313,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T07:58:49.060739+00:00,2026-07-18T07:58:49.060739+00:00,
ckb,ckb,ckb,,,,ckb,I,L,Central Kurdish,direct_iso_639_3,high,,کوردی,Central Kurdish,https://ckb.wikipedia.org,https://ckb.wikipedia.org/w/api.php,ckb.wikipedia,ckbwiki,ویکیپیدیا,active,True,False,83087,258633,1605404,76543,199,7,3021,798384,10959673,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:00:03.794803+00:00,2026-07-18T08:00:03.794803+00:00,
lmo,lmo,lmo,,,,lmo,I,L,Lombard,direct_iso_639_3,high,,lombard,Lombard,https://lmo.wikipedia.org,https://lmo.wikipedia.org/w/api.php,lmo.wikipedia,lmowiki,Wikipedia,active,True,False,80174,153492,1327958,53774,46,3,795,274070,,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:04:50.759445+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/lmo.wikipedia/all-access/user/daily/2025071800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/lmo.wikipedia/all-access/user/daily/2025071800/2026071700
ky,ky,ky,ky,kir,kir,kir,I,L,Kirghiz,iso_registry_crosswalk,high,,кыргызча,Kyrgyz,https://ky.wikipedia.org,https://ky.wikipedia.org/w/api.php,ky.wikipedia,kywiki,Википедия,active,True,False,76492,125149,649676,47939,110,3,2679,,16270804,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:04:22.321763+00:00,2026-07-18T08:04:22.321763+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/ky.wikipedia/all-access/user/daily/2026061800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/ky.wikipedia/all-access/user/daily/2026061800/2026071700
pnb,pnb,pnb,,,,pnb,I,L,Western Panjabi,direct_iso_639_3,high,,پنجابی,Western Punjabi,https://pnb.wikipedia.org,https://pnb.wikipedia.org/w/api.php,pnb.wikipedia,pnbwiki,وکیپیڈیا,active,True,False,75624,146437,705815,44364,57,2,31,387810,5645283,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:06:31.951518+00:00,2026-07-18T08:06:31.951518+00:00,
jv,jv,jv,jv,jav,jav,jav,I,L,Javanese,iso_registry_crosswalk,high,,Jawa,Javanese,https://jv.wikipedia.org,https://jv.wikipedia.org/w/api.php,jv.wikipedia,jvwiki,Wikipédia,active,True,False,75325,186662,1749257,72954,110,5,4343,382239,9085676,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:03:50.704457+00:00,2026-07-18T08:03:50.704457+00:00,
new,new,new,,new,new,new,I,L,Nepal Bhasa,direct_iso_639_3,high,,नेपाल भाषा,Newari,https://new.wikipedia.org,https://new.wikipedia.org/w/api.php,new.wikipedia,newwiki,Wikipedia,active,True,False,74240,269597,1120860,31237,23,2,0,745222,4650481,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:05:43.793155+00:00,2026-07-18T08:05:43.793155+00:00,
ht,ht,ht,ht,hat,hat,hat,I,L,Haitian,iso_registry_crosswalk,high,,Kreyòl ayisyen,Haitian Creole,https://ht.wikipedia.org,https://ht.wikipedia.org/w/api.php,ht.wikipedia,htwiki,Wikipedya,active,True,False,72023,93588,881278,39519,67,2,0,229041,4025360,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:02:39.934506+00:00,2026-07-18T08:02:39.934506+00:00,
pms,pms,pms,,,,pms,I,L,Piemontese,direct_iso_639_3,high,,Piemontèis,Piedmontese,https://pms.wikipedia.org,https://pms.wikipedia.org/w/api.php,pms.wikipedia,pmswiki,Wikipedia,active,True,False,71542,104143,884617,31946,29,4,1810,1723056,12526479,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:06:31.236132+00:00,2026-07-18T08:06:31.236132+00:00,
vec,vec,vec,,,,vec,I,L,Venetian,direct_iso_639_3,high,,vèneto,Venetian,https://vec.wikipedia.org,https://vec.wikipedia.org/w/api.php,vec.wikipedia,vecwiki,Wikipedia,active,True,False,69617,143560,1228482,42304,43,5,724,648462,23405534,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:09:28.138710+00:00,2026-07-18T08:09:28.138710+00:00,
lb,lb,lb,lb,ltz,ltz,ltz,I,L,Luxembourgish,iso_registry_crosswalk,high,,Lëtzebuergesch,Luxembourgish,https://lb.wikipedia.org,https://lb.wikipedia.org/w/api.php,lb.wikipedia,lbwiki,Wikipedia,active,True,False,67479,143032,2682398,71792,104,7,2539,905067,11465349,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:04:38.269513+00:00,2026-07-18T08:04:38.269513+00:00,
mzn,mzn,mzn,,,,mzn,I,L,Mazanderani,direct_iso_639_3,high,,مازِرونی,Mazanderani,https://mzn.wikipedia.org,https://mzn.wikipedia.org/w/api.php,mzn.wikipedia,mznwiki,ویکی‌پدیا,active,True,False,64702,165125,390140,45892,50,4,432,429394,4884983,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:05:38.982842+00:00,2026-07-18T08:05:38.982842+00:00,
ba,ba,ba,ba,bak,bak,bak,I,L,Bashkir,iso_registry_crosswalk,high,,башҡортса,Bashkir,https://ba.wikipedia.org,https://ba.wikipedia.org/w/api.php,ba.wikipedia,bawiki,Википедия,active,True,False,64288,185144,1300542,48005,79,6,1430,296357,5688786,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T07:59:07.557202+00:00,2026-07-18T07:59:07.557202+00:00,
ga,ga,ga,ga,gle,gle,gle,I,L,Irish,iso_registry_crosswalk,high,,Gaeilge,Irish,https://ga.wikipedia.org,https://ga.wikipedia.org/w/api.php,ga.wikipedia,gawiki,Vicipéid,active,True,False,64207,117062,1318310,74244,103,6,1016,1887640,12379167,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:01:40.438882+00:00,2026-07-18T08:01:40.438882+00:00,
su,su,su,su,sun,sun,sun,I,L,Sundanese,iso_registry_crosswalk,high,,Sunda,Sundanese,https://su.wikipedia.org,https://su.wikipedia.org/w/api.php,su.wikipedia,suwiki,Wikipedia,active,True,False,62940,100767,699281,36192,78,7,419,334748,5607416,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:08:20.165335+00:00,2026-07-18T08:08:20.165335+00:00,
io,io,io,io,ido,ido,ido,I,C,Ido,iso_registry_crosswalk,high,,Ido,Ido,https://io.wikipedia.org,https://io.wikipedia.org/w/api.php,io.wikipedia,iowiki,Wikipedio,active,True,False,62833,106882,1123579,46275,65,4,0,479585,7746588,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:03:16.834939+00:00,2026-07-18T08:03:16.834939+00:00,
is,is,is,is,ice,isl,isl,I,L,Icelandic,iso_registry_crosswalk,high,,íslenska,Icelandic,https://is.wikipedia.org,https://is.wikipedia.org/w/api.php,is.wikipedia,iswiki,Wikipedia,active,True,False,61147,161017,1967744,116751,211,11,3345,,21467819,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:03:17.518797+00:00,2026-07-18T08:03:17.518797+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/is.wikipedia/all-access/user/daily/2026061800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/is.wikipedia/all-access/user/daily/2026061800/2026071700
szl,szl,szl,,,,szl,I,L,Silesian,direct_iso_639_3,high,,ślůnski,Silesian,https://szl.wikipedia.org,https://szl.wikipedia.org/w/api.php,szl.wikipedia,szlwiki,Wikipedia,active,True,False,60812,77509,386617,30095,55,2,0,226049,5099192,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:08:29.953762+00:00,2026-07-18T08:08:29.953762+00:00,
fy,fy,fy,fy,fry,fry,fry,I,L,Western Frisian,iso_registry_crosswalk,high,,Frysk,Western Frisian,https://fy.wikipedia.org,https://fy.wikipedia.org/w/api.php,fy.wikipedia,fywiki,Wikipedy,active,True,False,60359,180634,1233282,58534,77,7,7745,476850,8264521,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:01:39.731795+00:00,2026-07-18T08:01:39.731795+00:00,
pa,pa,pa,pa,pan,pan,pan,I,L,Panjabi,iso_registry_crosswalk,high,,ਪੰਜਾਬੀ,Punjabi,https://pa.wikipedia.org,https://pa.wikipedia.org/w/api.php,pa.wikipedia,pawiki,ਵਿਕੀਪੀਡੀਆ,active,True,False,59621,193091,840824,59656,137,10,1868,825559,9531562,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:06:17.112397+00:00,2026-07-18T08:06:17.112397+00:00,
cv,cv,cv,cv,chv,chv,chv,I,L,Chuvash,iso_registry_crosswalk,high,,чӑвашла,Chuvash,https://cv.wikipedia.org,https://cv.wikipedia.org/w/api.php,cv.wikipedia,cvwiki,Википеди,active,True,False,59093,123324,873861,40349,45,2,529,517253,5121668,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:00:14.703116+00:00,2026-07-18T08:00:14.703116+00:00,
vo,vo,vo,vo,vol,vol,vol,I,C,Volapük,iso_registry_crosswalk,high,,Volapük,Volapük,https://vo.wikipedia.org,https://vo.wikipedia.org/w/api.php,vo.wikipedia,vowiki,Vükiped,active,True,False,53356,171578,3334066,41495,40,1,0,1484197,,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:09:37.797543+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/vo.wikipedia/all-access/user/daily/2025071800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/vo.wikipedia/all-access/user/daily/2025071800/2026071700
tl,tl,tl,tl,tgl,tgl,tgl,I,L,Tagalog,iso_registry_crosswalk,high,,Tagalog,Tagalog,https://tl.wikipedia.org,https://tl.wikipedia.org/w/api.php,tl.wikipedia,tlwiki,Wikipedia,active,True,False,49140,249918,2209944,162883,280,10,1712,1537359,27567797,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:08:38.741929+00:00,2026-07-18T08:08:38.741929+00:00,
glk,glk,glk,,,,glk,I,L,Gilaki,direct_iso_639_3,high,,گیلکی,Gilaki,https://glk.wikipedia.org,https://glk.wikipedia.org/w/api.php,glk.wikipedia,glkwiki,Wikipedia,active,True,False,48313,57650,158401,18664,72,3,811,105459,2038316,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:01:58.451470+00:00,2026-07-18T08:01:58.451470+00:00,
wuu,wuu,wuu,,,,wuu,I,L,Wu Chinese,direct_iso_639_3,high,,吴语,Wu,https://wuu.wikipedia.org,https://wuu.wikipedia.org/w/api.php,wuu.wikipedia,wuuwiki,维基百科,active,True,False,48284,75449,397088,240196,80,4,6,,19285227,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:09:55.347282+00:00,2026-07-18T08:09:55.347282+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/wuu.wikipedia/all-access/user/daily/2026061800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/wuu.wikipedia/all-access/user/daily/2026061800/2026071700
ig,ig,ig,ig,ibo,ibo,ibo,I,L,Igbo,iso_registry_crosswalk,high,,Igbo,Igbo,https://ig.wikipedia.org,https://ig.wikipedia.org/w/api.php,ig.wikipedia,igwiki,Wikipedia,active,True,False,48051,66412,435764,39248,142,5,0,525899,11091609,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:02:59.349807+00:00,2026-07-18T08:02:59.349807+00:00,
