wikimedia_language_code,bcp47_tag,bcp47_primary_language,iso_639_1,iso_639_2_bibliographic,iso_639_2_terminologic,iso_639_3,iso_scope,iso_language_type,iso_reference_name,mapping_type,mapping_confidence,mapping_note,language_name_english,language_name_native,wikipedia_url,api_url,analytics_project,database_name,site_name,status,is_active,is_closed,article_count,total_pages,total_edits,registered_users,active_users,administrators,files_local,pageviews_30_days,pageviews_365_days,pageviews_30_start,pageviews_30_end,pageviews_365_start,pageviews_365_end,date_established,date_established_source,statistics_retrieved_at_utc,pageviews_retrieved_at_utc,connector_error
zh,zh,zh,zh,chi,zho,zho,M,L,Chinese,iso_registry_crosswalk,high,,中文,Chinese,https://zh.wikipedia.org,https://zh.wikipedia.org/w/api.php,zh.wikipedia,zhwiki,Wikipedia,active,True,False,1544542,8435309,93219001,4147403,13919,61,70389,363485923,5028968853,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:10:09.479402+00:00,2026-07-18T08:10:09.479402+00:00,
ja,ja,ja,ja,jpn,jpn,jpn,I,L,Japanese,iso_registry_crosswalk,high,,日本語,Japanese,https://ja.wikipedia.org,https://ja.wikipedia.org/w/api.php,ja.wikipedia,jawiki,Wikipedia,active,True,False,1510411,4434961,110111390,2697656,23986,40,6823,840229302,10571479616,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:03:41.818767+00:00,2026-07-18T08:03:41.818767+00:00,
uk,uk,uk,uk,ukr,ukr,ukr,I,L,Ukrainian,iso_registry_crosswalk,high,,українська,Ukrainian,https://uk.wikipedia.org,https://uk.wikipedia.org/w/api.php,uk.wikipedia,ukwiki,Вікіпедія,active,True,False,1428281,5350224,48326057,923496,4750,44,114880,45633631,693889038,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:09:25.220383+00:00,2026-07-18T08:09:25.220383+00:00,
ar,ar,ar,ar,ara,ara,ara,M,L,Arabic,iso_registry_crosswalk,high,,العربية,Arabic,https://ar.wikipedia.org,https://ar.wikipedia.org/w/api.php,ar.wikipedia,arwiki,ويكيبيديا,active,True,False,1324361,9172927,75804159,2958280,5342,24,56436,108647492,1393882722,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T07:58:51.783731+00:00,2026-07-18T07:58:51.783731+00:00,
vi,vi,vi,vi,vie,vie,vie,I,L,Vietnamese,iso_registry_crosswalk,high,,Tiếng Việt,Vietnamese,https://vi.wikipedia.org,https://vi.wikipedia.org/w/api.php,vi.wikipedia,viwiki,Wikipedia,active,True,False,1303753,4597557,75270027,1073308,4361,16,28208,45119925,595504128,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:09:29.555531+00:00,2026-07-18T08:09:29.555531+00:00,
war,war,war,,war,war,war,I,L,Waray (Philippines),direct_iso_639_3,high,,Winaray,Waray,https://war.wikipedia.org,https://war.wikipedia.org/w/api.php,war.wikipedia,warwiki,Wikipedia,active,True,False,1266912,2870515,7735564,67300,68,3,42,913691,,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:09:46.865006+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/war.wikipedia/all-access/user/daily/2025071800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/war.wikipedia/all-access/user/daily/2025071800/2026071700
pt,pt,pt,pt,por,por,por,I,L,Portuguese,iso_registry_crosswalk,high,,português,Portuguese,https://pt.wikipedia.org,https://pt.wikipedia.org/w/api.php,pt.wikipedia,ptwiki,Wikipédia,active,True,False,1178179,6144503,72463368,3451817,7612,51,68172,175841726,2146763719,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:06:34.811733+00:00,2026-07-18T08:06:34.811733+00:00,
fa,fa,fa,fa,per,fas,fas,M,L,Persian,iso_registry_crosswalk,high,,فارسی,Persian,https://fa.wikipedia.org,https://fa.wikipedia.org/w/api.php,fa.wikipedia,fawiki,ویکی‌پدیا,active,True,False,1080007,6063830,43946572,1540477,7011,38,99349,,1595717930,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:01:17.983845+00:00,2026-07-18T08:01:17.983845+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/fa.wikipedia/all-access/user/daily/2026061800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/fa.wikipedia/all-access/user/daily/2026061800/2026071700
ce,ce,ce,ce,che,che,che,I,L,Chechen,iso_registry_crosswalk,high,,нохчийн,Chechen,https://ce.wikipedia.org,https://ce.wikipedia.org/w/api.php,ce.wikipedia,cewiki,Википеди,active,True,False,866444,1893742,21087012,46806,86,3,333,696376,13910761,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T07:59:39.506378+00:00,2026-07-18T07:59:39.506378+00:00,
ca,ca,ca,ca,cat,cat,cat,I,L,Catalan,iso_registry_crosswalk,high,,català,Catalan,https://ca.wikipedia.org,https://ca.wikipedia.org/w/api.php,ca.wikipedia,cawiki,Viquipèdia,active,True,False,798485,2009614,37907978,576947,1462,25,11392,13463752,184230964,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T07:59:37.429497+00:00,2026-07-18T07:59:37.429497+00:00,
id,id,id,id,ind,ind,ind,I,L,Indonesian,iso_registry_crosswalk,high,,Bahasa Indonesia,Indonesian,https://id.wikipedia.org,https://id.wikipedia.org/w/api.php,id.wikipedia,idwiki,Wikipedia,active,True,False,785645,4208393,29441537,1716396,5197,47,67040,55871653,844313196,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:02:57.994083+00:00,2026-07-18T08:02:57.994083+00:00,
ko,ko,ko,ko,kor,kor,kor,I,L,Korean,iso_registry_crosswalk,high,,한국어,Korean,https://ko.wikipedia.org,https://ko.wikipedia.org/w/api.php,ko.wikipedia,kowiki,위키백과,active,True,False,754424,3568214,42061550,1033758,5843,23,15535,58323768,677354741,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:04:08.926217+00:00,2026-07-18T08:04:08.926217+00:00,
tt,tt,tt,tt,tat,tat,tat,I,L,Tatar,iso_registry_crosswalk,high,,татарча / tatarça,Tatar,https://tt.wikipedia.org,https://tt.wikipedia.org/w/api.php,tt.wikipedia,ttwiki,Wikipedia,active,True,False,708941,1460627,5977668,61294,83,7,7074,,13925251,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:08:52.308274+00:00,2026-07-18T08:08:52.308274+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/tt.wikipedia/all-access/user/daily/2026061800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/tt.wikipedia/all-access/user/daily/2026061800/2026071700
sr,sr,sr,sr,srp,srp,srp,I,L,Serbian,iso_registry_crosswalk,high,,српски / srpski,Serbian,https://sr.wikipedia.org,https://sr.wikipedia.org/w/api.php,sr.wikipedia,srwiki,Википедија,active,True,False,706480,4173570,31048722,597143,1836,9,40256,24676094,316056854,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:08:16.841245+00:00,2026-07-18T08:08:16.841245+00:00,
tr,tr,tr,tr,tur,tur,tur,I,L,Turkish,iso_registry_crosswalk,high,,Türkçe,Turkish,https://tr.wikipedia.org,https://tr.wikipedia.org/w/api.php,tr.wikipedia,trwiki,Vikipedi,active,True,False,690711,3413871,37417787,1839815,4382,22,44725,92056133,1327325737,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:08:50.083003+00:00,2026-07-18T08:08:50.083003+00:00,
no,no,no,no,nor,nor,nor,M,L,Norwegian,iso_registry_crosswalk,high,,norsk,Norwegian,https://no.wikipedia.org,https://no.wikipedia.org/w/api.php,no.wikipedia,nowiki,Wikipedia,active,True,False,686584,1891234,25810627,721106,1542,35,4,25794148,300273465,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:05:46.668774+00:00,2026-07-18T08:05:46.668774+00:00,
ur,ur,ur,ur,urd,urd,urd,I,L,Urdu,iso_registry_crosswalk,high,,اردو,Urdu,https://ur.wikipedia.org,https://ur.wikipedia.org/w/api.php,ur.wikipedia,urwiki,ویکیپیڈیا,active,True,False,651900,2979549,11591907,215809,380,9,10276,3351341,47038380,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:09:25.915852+00:00,2026-07-18T08:09:25.915852+00:00,
fi,fi,fi,fi,fin,fin,fin,I,L,Finnish,iso_registry_crosswalk,high,,suomi,Finnish,https://fi.wikipedia.org,https://fi.wikipedia.org/w/api.php,fi.wikipedia,fiwiki,Wikipedia,active,True,False,621610,1588616,24066799,671222,2915,35,80402,44373868,595456952,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:01:27.137118+00:00,2026-07-18T08:01:27.137118+00:00,
cs,cs,cs,cs,cze,ces,ces,I,L,Czech,iso_registry_crosswalk,high,,čeština,Czech,https://cs.wikipedia.org,https://cs.wikipedia.org/w/api.php,cs.wikipedia,cswiki,Wikipedie,active,True,False,595392,1656326,26007973,804050,3953,31,1,49046905,,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:00:05.816317+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/cs.wikipedia/all-access/user/daily/2025071800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/cs.wikipedia/all-access/user/daily/2025071800/2026071700
hu,hu,hu,hu,hun,hun,hun,I,L,Hungarian,iso_registry_crosswalk,high,,magyar,Hungarian,https://hu.wikipedia.org,https://hu.wikipedia.org/w/api.php,hu.wikipedia,huwiki,Wikipédia,active,True,False,571286,1623622,29157920,650085,2746,22,9516,39958453,546321610,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:02:40.566038+00:00,2026-07-18T08:02:40.566038+00:00,
ro,ro,ro,ro,rum,ron,ron,I,L,Romanian,iso_registry_crosswalk,high,,română,Romanian,https://ro.wikipedia.org,https://ro.wikipedia.org/w/api.php,ro.wikipedia,rowiki,Wikipedia,active,True,False,545917,3053965,17807780,760937,1650,18,120270,23439576,,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:07:00.510927+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/ro.wikipedia/all-access/user/daily/2025071800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/ro.wikipedia/all-access/user/daily/2025071800/2026071700
eu,eu,eu,eu,baq,eus,eus,I,L,Basque,iso_registry_crosswalk,high,,euskara,Basque,https://eu.wikipedia.org,https://eu.wikipedia.org/w/api.php,eu.wikipedia,euwiki,Wikipedia,active,True,False,491970,1082041,10864034,197154,445,12,0,2170430,50788687,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:01:16.748874+00:00,2026-07-18T08:01:16.748874+00:00,
sh,sh,sh,sh,,,hbs,M,L,Serbo-Croatian,iso_registry_crosswalk,high,,srpskohrvatski / српскохрватски,Serbo-Croatian,https://sh.wikipedia.org,https://sh.wikipedia.org/w/api.php,sh.wikipedia,shwiki,Wikipedija,active,True,False,461875,4630840,42634579,374532,321,8,10015,5029495,79071410,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:07:46.911041+00:00,2026-07-18T08:07:46.911041+00:00,
ms,ms,ms,ms,may,msa,msa,M,L,Malay (macrolanguage),iso_registry_crosswalk,high,,Bahasa Melayu,Malay,https://ms.wikipedia.org,https://ms.wikipedia.org/w/api.php,ms.wikipedia,mswiki,Wikipedia,active,True,False,439940,1186935,6888855,403613,2006,14,17903,12198301,162869957,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:05:28.574204+00:00,2026-07-18T08:05:28.574204+00:00,
nan,nan,nan,,,,nan,I,L,Min Nan Chinese,direct_iso_639_3,high,,閩南語 / Bân-lâm-gí,Minnan,https://zh-min-nan.wikipedia.org,https://zh-min-nan.wikipedia.org/w/api.php,zh-min-nan.wikipedia,zh_min_nanwiki,Wikipedia,active,True,False,434314,1079234,3281637,74382,90,3,292,1542846,29065948,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:05:40.429260+00:00,2026-07-18T08:05:40.429260+00:00,
he,he,he,he,heb,heb,heb,I,L,Hebrew,iso_registry_crosswalk,high,,עברית,Hebrew,https://he.wikipedia.org,https://he.wikipedia.org/w/api.php,he.wikipedia,hewiki,ויקיפדיה,active,True,False,401098,1673577,43529385,1334863,6893,25,88281,42915562,599065330,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:02:22.311317+00:00,2026-07-18T08:02:22.311317+00:00,
eo,eo,eo,eo,epo,epo,epo,I,C,Esperanto,iso_registry_crosswalk,high,,Esperanto,Esperanto,https://eo.wikipedia.org,https://eo.wikipedia.org/w/api.php,eo.wikipedia,eowiki,Vikipedio,active,True,False,387923,870427,9409277,257780,393,13,19749,1827886,38115172,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:01:07.692757+00:00,2026-07-18T08:01:07.692757+00:00,
uz,uz,uz,uz,uzb,uzb,uzb,M,L,Uzbek,iso_registry_crosswalk,high,,oʻzbekcha / ўзбекча,Uzbek,https://uz.wikipedia.org,https://uz.wikipedia.org/w/api.php,uz.wikipedia,uzwiki,Vikipediya,active,True,False,350414,1274479,6204382,288571,529,10,3931,3657044,79043649,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:09:26.709802+00:00,2026-07-18T08:09:26.709802+00:00,
hy,hy,hy,hy,arm,hye,hye,I,L,Armenian,iso_registry_crosswalk,high,,հայերեն,Armenian,https://hy.wikipedia.org,https://hy.wikipedia.org/w/api.php,hy.wikipedia,hywiki,Վիքիպեդիա,active,True,False,329990,1206654,10828154,172178,687,10,12444,4367484,69868890,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:02:41.199740+00:00,2026-07-18T08:02:41.199740+00:00,
da,da,da,da,dan,dan,dan,I,L,Danish,iso_registry_crosswalk,high,,dansk,Danish,https://da.wikipedia.org,https://da.wikipedia.org/w/api.php,da.wikipedia,dawiki,Wikipedia,active,True,False,315058,987164,12286091,572404,1342,25,1,16429472,227268789,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:00:29.987979+00:00,2026-07-18T08:00:29.987979+00:00,
bg,bg,bg,bg,bul,bul,bul,I,L,Bulgarian,iso_registry_crosswalk,high,,български,Bulgarian,https://bg.wikipedia.org,https://bg.wikipedia.org/w/api.php,bg.wikipedia,bgwiki,Уикипедия,active,True,False,311214,705209,12942597,400090,1525,19,13,17515669,236373152,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T07:59:20.632037+00:00,2026-07-18T07:59:20.632037+00:00,
cy,cy,cy,cy,wel,cym,cym,I,L,Welsh,iso_registry_crosswalk,high,,Cymraeg,Welsh,https://cy.wikipedia.org,https://cy.wikipedia.org/w/api.php,cy.wikipedia,cywiki,Wicipedia,active,True,False,284344,550326,15227033,109787,146,11,12266,,,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:00:15.373002+00:00,,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/cy.wikipedia/all-access/user/daily/2026061800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/cy.wikipedia/all-access/user/daily/2026061800/2026071700 | pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/cy.wikipedia/all-access/user/daily/2025071800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/cy.wikipedia/all-access/user/daily/2025071800/2026071700
simple,en-simple,en,en,eng,eng,eng,I,L,English,project_variant,high,Simple English Wikipedia; maps to English.,Simple English,Simple English,https://simple.wikipedia.org,https://simple.wikipedia.org/w/api.php,simple.wikipedia,simplewiki,Wikipedia,active,True,False,283440,944210,10900774,1815601,3083,24,36,23256905,248442704,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:07:49.784725+00:00,2026-07-18T08:07:49.784725+00:00,
el,el,el,el,gre,ell,ell,I,L,Modern Greek (1453-),iso_registry_crosswalk,high,,Ελληνικά,Greek,https://el.wikipedia.org,https://el.wikipedia.org/w/api.php,el.wikipedia,elwiki,Βικιπαίδεια,active,True,False,271081,755217,11707561,517581,2371,22,19945,24982529,363363756,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:00:58.867874+00:00,2026-07-18T08:00:58.867874+00:00,
be,be,be,be,bel,bel,bel,I,L,Belarusian,iso_registry_crosswalk,high,,беларуская,Belarusian,https://be.wikipedia.org,https://be.wikipedia.org/w/api.php,be.wikipedia,bewiki,Вікіпедыя,active,True,False,264785,734920,5158470,169399,325,10,3619,1242340,21088755,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T07:59:18.632040+00:00,2026-07-18T07:59:18.632040+00:00,
et,et,et,et,est,est,est,M,L,Estonian,iso_registry_crosswalk,high,,eesti,Estonian,https://et.wikipedia.org,https://et.wikipedia.org/w/api.php,et.wikipedia,etwiki,Vikipeedia,active,True,False,260923,616476,7186326,231855,838,36,657,,96482480,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:01:09.044032+00:00,2026-07-18T08:01:09.044032+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/et.wikipedia/all-access/user/daily/2026061800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/et.wikipedia/all-access/user/daily/2026061800/2026071700
sk,sk,sk,sk,slo,slk,slk,I,L,Slovak,iso_registry_crosswalk,high,,slovenčina,Slovak,https://sk.wikipedia.org,https://sk.wikipedia.org/w/api.php,sk.wikipedia,skwiki,Wikipédia,active,True,False,260538,606511,8223980,298050,1125,11,0,9851364,,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:07:50.482343+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/sk.wikipedia/all-access/user/daily/2025071800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/sk.wikipedia/all-access/user/daily/2025071800/2026071700
azb,azb,azb,,,,azb,I,L,South Azerbaijani,direct_iso_639_3,high,,تۆرکجه,South Azerbaijani,https://azb.wikipedia.org,https://azb.wikipedia.org/w/api.php,azb.wikipedia,azbwiki,ویکی‌پدیا,active,True,False,244728,580536,1590866,62640,88,4,558,705012,11068138,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T07:59:06.874037+00:00,2026-07-18T07:59:06.874037+00:00,
kk,kk,kk,kk,kaz,kaz,kaz,I,L,Kazakh,iso_registry_crosswalk,high,,қазақша,Kazakh,https://kk.wikipedia.org,https://kk.wikipedia.org/w/api.php,kk.wikipedia,kkwiki,Уикипедия,active,True,False,244315,668636,3627683,179840,328,15,8762,2641799,53166714,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:04:06.178660+00:00,2026-07-18T08:04:06.178660+00:00,
hr,hr,hr,hr,hrv,hrv,hrv,I,L,Croatian,iso_registry_crosswalk,high,,hrvatski,Croatian,https://hr.wikipedia.org,https://hr.wikipedia.org/w/api.php,hr.wikipedia,hrwiki,Wikipedija,active,True,False,234234,509406,7518486,363344,856,14,21136,,,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:02:24.505754+00:00,,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/hr.wikipedia/all-access/user/daily/2026061800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/hr.wikipedia/all-access/user/daily/2026061800/2026071700 | pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/hr.wikipedia/all-access/user/daily/2025071800/2026071700: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/hr.wikipedia/all-access/user/daily/2025071800/2026071700
gl,gl,gl,gl,glg,glg,glg,I,L,Galician,iso_registry_crosswalk,high,,galego,Galician,https://gl.wikipedia.org,https://gl.wikipedia.org/w/api.php,gl.wikipedia,glwiki,Wikipedia,active,True,False,232510,629047,7500705,172120,373,6,35,1809003,35925997,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:01:57.689012+00:00,2026-07-18T08:01:57.689012+00:00,
min,min,min,,min,min,min,I,L,Minangkabau,direct_iso_639_3,high,,Minangkabau,Minangkabau,https://min.wikipedia.org,https://min.wikipedia.org/w/api.php,min.wikipedia,minwiki,Wikipedia,active,True,False,229744,475154,3349785,24196,49,6,180,272543,10333711,2026-06-18,2026-07-17,2025-07-18,2026-07-17,,,2026-07-18T08:05:22.448123+00:00,2026-07-18T08:05:22.448123+00:00,
