wikimedia_language_code,bcp47_tag,bcp47_primary_language,iso_639_1,iso_639_2_bibliographic,iso_639_2_terminologic,iso_639_3,iso_scope,iso_language_type,iso_reference_name,mapping_type,mapping_confidence,mapping_note,language_name_english,language_name_native,wikipedia_url,api_url,analytics_project,database_name,site_name,status,is_active,is_closed,article_count,total_pages,total_edits,registered_users,active_users,administrators,files_local,pageviews_30_days,pageviews_365_days,pageviews_30_start,pageviews_30_end,pageviews_365_start,pageviews_365_end,date_established,date_established_source,statistics_retrieved_at_utc,pageviews_retrieved_at_utc,connector_error
sl,sl,sl,sl,slv,slv,slv,I,L,Slovenian,iso_registry_crosswalk,high,,slovenščina,Slovenian,https://sl.wikipedia.org,https://sl.wikipedia.org/w/api.php,sl.wikipedia,slwiki,Wikipedija,active,True,False,198367,509563,6701480,261700,513,22,9018,5735981,81409371,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:13:21.647078+00:00,2026-07-18T00:13:21.647078+00:00,
ka,ka,ka,ka,geo,kat,kat,I,L,Georgian,iso_registry_crosswalk,high,,ქართული,Georgian,https://ka.wikipedia.org,https://ka.wikipedia.org/w/api.php,ka.wikipedia,kawiki,ვიკიპედია,active,True,False,197366,808288,5442068,183294,338,6,15984,4043023,71011348,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:06:28.264718+00:00,2026-07-18T00:06:28.264718+00:00,
bn,bn,bn,bn,ben,ben,ben,I,L,Bengali,iso_registry_crosswalk,high,,বাংলা,Bangla,https://bn.wikipedia.org,https://bn.wikipedia.org/w/api.php,bn.wikipedia,bnwiki,উইকিপিডিয়া,active,True,False,189275,1418386,9053376,551441,1731,16,21593,7828693,132678366,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:59:12.796238+00:00,2026-07-17T23:59:12.796238+00:00,
ta,ta,ta,ta,tam,tam,tam,I,L,Tamil,iso_registry_crosswalk,high,,தமிழ்,Tamil,https://ta.wikipedia.org,https://ta.wikipedia.org/w/api.php,ta.wikipedia,tawiki,விக்கிப்பீடியா,active,True,False,187633,629308,4589771,262649,488,31,9869,,79524159,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:13:40.819318+00:00,2026-07-18T00:13:40.819318+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/ta.wikipedia/all-access/user/daily/2026061700/2026071600: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/ta.wikipedia/all-access/user/daily/2026061700/2026071600
th,th,th,th,tha,tha,tha,I,L,Thai,iso_registry_crosswalk,high,,ไทย,Thai,https://th.wikipedia.org,https://th.wikipedia.org/w/api.php,th.wikipedia,thwiki,วิกิพีเดีย,active,True,False,185213,1188816,13106513,557031,2790,18,9260,31754317,372800703,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:13:52.844336+00:00,2026-07-18T00:13:52.844336+00:00,
lld,lld,lld,,,,lld,I,L,Ladin,direct_iso_639_3,high,,Ladin,Ladin,https://lld.wikipedia.org,https://lld.wikipedia.org/w/api.php,lld.wikipedia,lldwiki,Wikipedia,active,True,False,183203,191032,252408,14018,30,3,4,239470,11045225,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:08:47.181623+00:00,2026-07-18T00:08:47.181623+00:00,
nn,nn,nn,nn,nno,nno,nno,I,L,Norwegian Nynorsk,iso_registry_crosswalk,high,,norsk nynorsk,Norwegian Nynorsk,https://nn.wikipedia.org,https://nn.wikipedia.org/w/api.php,nn.wikipedia,nnwiki,Wikipedia,active,True,False,178129,401296,3653247,155586,147,14,10,1393843,24886994,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:09:46.162738+00:00,2026-07-18T00:09:46.162738+00:00,
hi,hi,hi,hi,hin,hin,hin,I,L,Hindi,iso_registry_crosswalk,high,,हिन्दी,Hindi,https://hi.wikipedia.org,https://hi.wikipedia.org/w/api.php,hi.wikipedia,hiwiki,विकिपीडिया,active,True,False,170523,1391105,6573181,915063,928,7,4685,14107605,201295212,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:05:10.320832+00:00,2026-07-18T00:05:10.320832+00:00,
mk,mk,mk,mk,mac,mkd,mkd,I,L,Macedonian,iso_registry_crosswalk,high,,македонски,Macedonian,https://mk.wikipedia.org,https://mk.wikipedia.org/w/api.php,mk.wikipedia,mkwiki,Википедија,active,True,False,163183,606586,5582172,134070,275,12,9037,1819099,32220725,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:09:15.098642+00:00,2026-07-18T00:09:15.098642+00:00,
yue,yue,yue,,,,yue,I,L,Yue Chinese,direct_iso_639_3,high,,粵語,Cantonese,https://zh-yue.wikipedia.org,https://zh-yue.wikipedia.org/w/api.php,zh-yue.wikipedia,zh_yuewiki,維基百科,active,True,False,151043,341404,2431574,338043,838,9,3081,6527339,60518273,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:15:40.948023+00:00,2026-07-18T00:15:40.948023+00:00,
lv,lv,lv,lv,lav,lav,lav,M,L,Latvian,iso_registry_crosswalk,high,,latviešu,Latvian,https://lv.wikipedia.org,https://lv.wikipedia.org/w/api.php,lv.wikipedia,lvwiki,Vikipēdija,active,True,False,144377,575702,4487689,146909,423,14,28774,3282590,53632636,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:09:00.164770+00:00,2026-07-18T00:09:00.164770+00:00,
la,la,la,la,lat,lat,lat,I,H,Latin,iso_registry_crosswalk,high,,Latina,Latin,https://la.wikipedia.org,https://la.wikipedia.org/w/api.php,la.wikipedia,lawiki,Vicipaedia,active,True,False,141976,295277,3963071,209381,175,21,0,2488078,23707824,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:08:31.852605+00:00,2026-07-18T00:08:31.852605+00:00,
ast,ast,ast,,ast,ast,ast,I,L,Asturian,direct_iso_639_3,high,,asturianu,Asturian,https://ast.wikipedia.org,https://ast.wikipedia.org/w/api.php,ast.wikipedia,astwiki,Wikipedia,active,True,False,139163,249569,4499673,149685,139,6,0,1684743,22779970,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:58:05.303892+00:00,2026-07-17T23:58:05.303892+00:00,
af,af,af,af,afr,afr,afr,I,L,Afrikaans,iso_registry_crosswalk,high,,Afrikaans,Afrikaans,https://af.wikipedia.org,https://af.wikipedia.org/w/api.php,af.wikipedia,afwiki,Wikipedia,active,True,False,129829,440943,2913183,208642,249,15,10045,2135716,28530846,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:57:39.561597+00:00,2026-07-17T23:57:39.561597+00:00,
te,te,te,te,tel,tel,tel,I,L,Telugu,iso_registry_crosswalk,high,,తెలుగు,Telugu,https://te.wikipedia.org,https://te.wikipedia.org/w/api.php,te.wikipedia,tewiki,వికీపీడియా,active,True,False,126074,423574,4771644,148747,375,11,15231,3104083,47313135,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:13:50.738048+00:00,2026-07-18T00:13:50.738048+00:00,
sw,sw,sw,sw,swa,swa,swa,M,L,Swahili (macrolanguage),iso_registry_crosswalk,high,,Kiswahili,Swahili,https://sw.wikipedia.org,https://sw.wikipedia.org/w/api.php,sw.wikipedia,swwiki,Wikipedia,active,True,False,121120,230823,1576629,89747,197,14,1210,2643306,31394834,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:13:38.052447+00:00,2026-07-18T00:13:38.052447+00:00,
tg,tg,tg,tg,tgk,tgk,tgk,I,L,Tajik,iso_registry_crosswalk,high,,тоҷикӣ,Tajik,https://tg.wikipedia.org,https://tg.wikipedia.org/w/api.php,tg.wikipedia,tgwiki,Википедиа,active,True,False,118750,288506,1480290,142976,102,7,544,583024,13620233,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:13:52.143595+00:00,2026-07-18T00:13:52.143595+00:00,
my,my,my,my,bur,mya,mya,I,L,Burmese,iso_registry_crosswalk,high,,မြန်မာဘာသာ,Burmese,https://my.wikipedia.org,https://my.wikipedia.org/w/api.php,my.wikipedia,mywiki,ဝီကီပီးဒီးယား,active,True,False,111264,271572,1043010,142425,313,4,2937,1810804,23016077,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:09:30.158262+00:00,2026-07-18T00:09:30.158262+00:00,
ha,ha,ha,ha,hau,hau,hau,I,L,Hausa,iso_registry_crosswalk,high,,Hausa,Hausa,https://ha.wikipedia.org,https://ha.wikipedia.org/w/api.php,ha.wikipedia,hawiki,Wikipedia,active,True,False,106324,151335,884314,46611,324,15,0,,31658557,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:05:00.449272+00:00,2026-07-18T00:05:00.449272+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/ha.wikipedia/all-access/user/daily/2026061700/2026071600: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/ha.wikipedia/all-access/user/daily/2026061700/2026071600
sq,sq,sq,sq,alb,sqi,sqi,M,L,Albanian,iso_registry_crosswalk,high,,shqip,Albanian,https://sq.wikipedia.org,https://sq.wikipedia.org/w/api.php,sq.wikipedia,sqwiki,Wikipedia,active,True,False,106060,328188,3005728,188628,311,5,3434,1922353,39599254,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:13:32.327712+00:00,2026-07-18T00:13:32.327712+00:00,
mg,mg,mg,mg,mlg,mlg,mlg,M,L,Malagasy,iso_registry_crosswalk,high,,Malagasy,Malagasy,https://mg.wikipedia.org,https://mg.wikipedia.org/w/api.php,mg.wikipedia,mgwiki,Wikipedia,active,True,False,103486,262593,1146670,40133,113,2,3,681977,11272268,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:09:12.257608+00:00,2026-07-18T00:09:12.257608+00:00,
mr,mr,mr,mr,mar,mar,mar,I,L,Marathi,iso_registry_crosswalk,high,,मराठी,Marathi,https://mr.wikipedia.org,https://mr.wikipedia.org/w/api.php,mr.wikipedia,mrwiki,विकिपीडिया,active,True,False,102344,333113,2690547,182843,303,10,2403,2504920,42941133,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:09:26.477443+00:00,2026-07-18T00:09:26.477443+00:00,
bs,bs,bs,bs,bos,bos,bos,I,L,Bosnian,iso_registry_crosswalk,high,,bosanski,Bosnian,https://bs.wikipedia.org,https://bs.wikipedia.org/w/api.php,bs.wikipedia,bswiki,Wikipedia,active,True,False,98506,387098,3895494,182512,219,10,5318,2357557,32776707,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:59:31.604284+00:00,2026-07-17T23:59:31.604284+00:00,
ku,ku,ku,ku,kur,kur,kur,M,L,Kurdish,iso_registry_crosswalk,high,,kurdî,Kurdish,https://ku.wikipedia.org,https://ku.wikipedia.org/w/api.php,ku.wikipedia,kuwiki,Wîkîpediya,active,True,False,91909,301663,2079079,169480,104,3,554,777156,17477895,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:06:56.684440+00:00,2026-07-18T00:06:56.684440+00:00,
br,br,br,br,bre,bre,bre,I,L,Breton,iso_registry_crosswalk,high,,brezhoneg,Breton,https://br.wikipedia.org,https://br.wikipedia.org/w/api.php,br.wikipedia,brwiki,Wikipedia,active,True,False,91465,161665,2190332,92291,103,5,492,382510,,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:59:23.802509+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/br.wikipedia/all-access/user/daily/2025071700/2026071600: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/br.wikipedia/all-access/user/daily/2025071700/2026071600
be-tarask,be-tarask,be,be,bel,bel,bel,I,L,Belarusian,orthographic_variant,high,Belarusian in Taraskievica orthography.,беларуская (тарашкевіца),Belarusian (Taraškievica orthography),https://be-tarask.wikipedia.org,https://be-tarask.wikipedia.org/w/api.php,be-tarask.wikipedia,be_x_oldwiki,Вікіпэдыя,active,True,False,91194,266634,2672104,98285,198,4,2276,710353,9659550,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:58:45.640218+00:00,2026-07-17T23:58:45.640218+00:00,
oc,oc,oc,oc,oci,oci,oci,I,L,Occitan (post 1500),iso_registry_crosswalk,high,,occitan,Occitan,https://oc.wikipedia.org,https://oc.wikipedia.org/w/api.php,oc.wikipedia,ocwiki,Wikipèdia,active,True,False,90810,167283,2491844,64106,138,3,306,773337,16007871,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:10:15.632196+00:00,2026-07-18T00:10:15.632196+00:00,
ml,ml,ml,ml,mal,mal,mal,I,L,Malayalam,iso_registry_crosswalk,high,,മലയാളം,Malayalam,https://ml.wikipedia.org,https://ml.wikipedia.org/w/api.php,ml.wikipedia,mlwiki,വിക്കിപീഡിയ,active,True,False,88223,554516,4386921,206604,388,13,7507,2734043,44086082,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:09:15.823526+00:00,2026-07-18T00:09:15.823526+00:00,
nds,nds,nds,,nds,nds,nds,I,L,Low German,direct_iso_639_3,high,,Plattdüütsch,Low German,https://nds.wikipedia.org,https://nds.wikipedia.org/w/api.php,nds.wikipedia,ndswiki,Wikipedia,active,True,False,85908,187392,1070150,62572,54,3,0,313642,7031389,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:09:34.642898+00:00,2026-07-18T00:09:34.642898+00:00,
an,an,an,an,arg,arg,arg,I,L,Aragonese,iso_registry_crosswalk,high,,aragonés,Aragonese,https://an.wikipedia.org,https://an.wikipedia.org/w/api.php,an.wikipedia,anwiki,Wikipedia,active,True,False,84968,239632,2455733,90170,97,9,2190,528902,12652528,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:57:57.103867+00:00,2026-07-17T23:57:57.103867+00:00,
ckb,ckb,ckb,,,,ckb,I,L,Central Kurdish,direct_iso_639_3,high,,کوردی,Central Kurdish,https://ckb.wikipedia.org,https://ckb.wikipedia.org/w/api.php,ckb.wikipedia,ckbwiki,ویکیپیدیا,active,True,False,83086,258626,1605298,76538,199,7,3021,829750,10981617,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:01:52.526785+00:00,2026-07-18T00:01:52.526785+00:00,
lmo,lmo,lmo,,,,lmo,I,L,Lombard,direct_iso_639_3,high,,lombard,Lombard,https://lmo.wikipedia.org,https://lmo.wikipedia.org/w/api.php,lmo.wikipedia,lmowiki,Wikipedia,active,True,False,80174,153492,1327958,53772,46,3,795,283848,12802971,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:08:47.940787+00:00,2026-07-18T00:08:47.940787+00:00,
ky,ky,ky,ky,kir,kir,kir,I,L,Kirghiz,iso_registry_crosswalk,high,,кыргызча,Kyrgyz,https://ky.wikipedia.org,https://ky.wikipedia.org/w/api.php,ky.wikipedia,kywiki,Википедия,active,True,False,76492,125149,649675,47939,110,3,2679,,16284262,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:07:13.653973+00:00,2026-07-18T00:07:13.653973+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/ky.wikipedia/all-access/user/daily/2026061700/2026071600: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/ky.wikipedia/all-access/user/daily/2026061700/2026071600
pnb,pnb,pnb,,,,pnb,I,L,Western Panjabi,direct_iso_639_3,high,,پنجابی,Western Punjabi,https://pnb.wikipedia.org,https://pnb.wikipedia.org/w/api.php,pnb.wikipedia,pnbwiki,وکیپیڈیا,active,True,False,75615,146425,705784,44362,57,2,31,403131,5652906,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:10:41.629579+00:00,2026-07-18T00:10:41.629579+00:00,
jv,jv,jv,jv,jav,jav,jav,I,L,Javanese,iso_registry_crosswalk,high,,Jawa,Javanese,https://jv.wikipedia.org,https://jv.wikipedia.org/w/api.php,jv.wikipedia,jvwiki,Wikipédia,active,True,False,75323,186658,1749241,72949,110,5,4343,402632,,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:06:20.469172+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/jv.wikipedia/all-access/user/daily/2025071700/2026071600: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/jv.wikipedia/all-access/user/daily/2025071700/2026071600
new,new,new,,new,new,new,I,L,Nepal Bhasa,direct_iso_639_3,high,,नेपाल भाषा,Newari,https://new.wikipedia.org,https://new.wikipedia.org/w/api.php,new.wikipedia,newwiki,Wikipedia,active,True,False,74240,269597,1120860,31237,23,2,0,765850,,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:09:36.742977+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/new.wikipedia/all-access/user/daily/2025071700/2026071600: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/new.wikipedia/all-access/user/daily/2025071700/2026071600
ht,ht,ht,ht,hat,hat,hat,I,L,Haitian,iso_registry_crosswalk,high,,Kreyòl ayisyen,Haitian Creole,https://ht.wikipedia.org,https://ht.wikipedia.org/w/api.php,ht.wikipedia,htwiki,Wikipedya,active,True,False,72023,93588,881277,39516,67,2,0,240187,4030244,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:05:13.125376+00:00,2026-07-18T00:05:13.125376+00:00,
pms,pms,pms,,,,pms,I,L,Piemontese,direct_iso_639_3,high,,Piemontèis,Piedmontese,https://pms.wikipedia.org,https://pms.wikipedia.org/w/api.php,pms.wikipedia,pmswiki,Wikipedia,active,True,False,71542,104143,884590,31946,29,4,1810,1780846,12529628,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:10:40.920600+00:00,2026-07-18T00:10:40.920600+00:00,
vec,vec,vec,,,,vec,I,L,Venetian,direct_iso_639_3,high,,vèneto,Venetian,https://vec.wikipedia.org,https://vec.wikipedia.org/w/api.php,vec.wikipedia,vecwiki,Wikipedia,active,True,False,69617,143560,1228478,42304,43,5,724,665765,23410631,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:15:08.190077+00:00,2026-07-18T00:15:08.190077+00:00,
lb,lb,lb,lb,ltz,ltz,ltz,I,L,Luxembourgish,iso_registry_crosswalk,high,,Lëtzebuergesch,Luxembourgish,https://lb.wikipedia.org,https://lb.wikipedia.org/w/api.php,lb.wikipedia,lbwiki,Wikipedia,active,True,False,67479,143032,2682388,71791,104,7,2539,958254,11475500,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:08:40.707403+00:00,2026-07-18T00:08:40.707403+00:00,
mzn,mzn,mzn,,,,mzn,I,L,Mazanderani,direct_iso_639_3,high,,مازِرونی,Mazanderani,https://mzn.wikipedia.org,https://mzn.wikipedia.org/w/api.php,mzn.wikipedia,mznwiki,ویکی‌پدیا,active,True,False,64701,165117,390122,45890,50,4,432,448662,4890915,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:09:31.581477+00:00,2026-07-18T00:09:31.581477+00:00,
ba,ba,ba,ba,bak,bak,bak,I,L,Bashkir,iso_registry_crosswalk,high,,башҡортса,Bashkir,https://ba.wikipedia.org,https://ba.wikipedia.org/w/api.php,ba.wikipedia,bawiki,Википедия,active,True,False,64288,185144,1300525,48004,79,6,1430,319182,5696832,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:58:33.713519+00:00,2026-07-17T23:58:33.713519+00:00,
ga,ga,ga,ga,gle,gle,gle,I,L,Irish,iso_registry_crosswalk,high,,Gaeilge,Irish,https://ga.wikipedia.org,https://ga.wikipedia.org/w/api.php,ga.wikipedia,gawiki,Vicipéid,active,True,False,64207,117060,1318296,74236,103,6,1016,1950220,12387071,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:03:40.574106+00:00,2026-07-18T00:03:40.574106+00:00,
su,su,su,su,sun,sun,sun,I,L,Sundanese,iso_registry_crosswalk,high,,Sunda,Sundanese,https://su.wikipedia.org,https://su.wikipedia.org/w/api.php,su.wikipedia,suwiki,Wikipedia,active,True,False,62940,100767,699281,36191,78,7,419,353607,5643697,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:13:36.629143+00:00,2026-07-18T00:13:36.629143+00:00,
io,io,io,io,ido,ido,ido,I,C,Ido,iso_registry_crosswalk,high,,Ido,Ido,https://io.wikipedia.org,https://io.wikipedia.org/w/api.php,io.wikipedia,iowiki,Wikipedio,active,True,False,62776,106825,1123521,46271,65,4,0,498891,7751708,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:06:00.723156+00:00,2026-07-18T00:06:00.723156+00:00,
is,is,is,is,ice,isl,isl,I,L,Icelandic,iso_registry_crosswalk,high,,íslenska,Icelandic,https://is.wikipedia.org,https://is.wikipedia.org/w/api.php,is.wikipedia,iswiki,Wikipedia,active,True,False,61146,161011,1967686,116747,211,11,3345,2255497,21495426,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:06:01.411885+00:00,2026-07-18T00:06:01.411885+00:00,
szl,szl,szl,,,,szl,I,L,Silesian,direct_iso_639_3,high,,ślůnski,Silesian,https://szl.wikipedia.org,https://szl.wikipedia.org/w/api.php,szl.wikipedia,szlwiki,Wikipedia,active,True,False,60812,77509,386614,30095,55,2,0,235318,5102089,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:13:39.432780+00:00,2026-07-18T00:13:39.432780+00:00,
fy,fy,fy,fy,fry,fry,fry,I,L,Western Frisian,iso_registry_crosswalk,high,,Frysk,Western Frisian,https://fy.wikipedia.org,https://fy.wikipedia.org/w/api.php,fy.wikipedia,fywiki,Wikipedy,active,True,False,60359,180632,1233278,58532,77,7,7745,514519,8275255,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:03:39.873125+00:00,2026-07-18T00:03:39.873125+00:00,
pa,pa,pa,pa,pan,pan,pan,I,L,Panjabi,iso_registry_crosswalk,high,,ਪੰਜਾਬੀ,Punjabi,https://pa.wikipedia.org,https://pa.wikipedia.org/w/api.php,pa.wikipedia,pawiki,ਵਿਕੀਪੀਡੀਆ,active,True,False,59620,193090,840821,59655,137,10,1868,849378,9589674,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:10:19.225567+00:00,2026-07-18T00:10:19.225567+00:00,
cv,cv,cv,cv,chv,chv,chv,I,L,Chuvash,iso_registry_crosswalk,high,,чӑвашла,Chuvash,https://cv.wikipedia.org,https://cv.wikipedia.org/w/api.php,cv.wikipedia,cvwiki,Википеди,active,True,False,59094,123323,873852,40348,45,2,529,546305,5127154,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:02:11.595658+00:00,2026-07-18T00:02:11.595658+00:00,
vo,vo,vo,vo,vol,vol,vol,I,C,Volapük,iso_registry_crosswalk,high,,Volapük,Volapük,https://vo.wikipedia.org,https://vo.wikipedia.org/w/api.php,vo.wikipedia,vowiki,Vükiped,active,True,False,53351,171573,3334060,41493,40,1,0,,11107761,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:15:18.632229+00:00,2026-07-18T00:15:18.632229+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/vo.wikipedia/all-access/user/daily/2026061700/2026071600: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/vo.wikipedia/all-access/user/daily/2026061700/2026071600
tl,tl,tl,tl,tgl,tgl,tgl,I,L,Tagalog,iso_registry_crosswalk,high,,Tagalog,Tagalog,https://tl.wikipedia.org,https://tl.wikipedia.org/w/api.php,tl.wikipedia,tlwiki,Wikipedia,active,True,False,49138,249915,2209922,162876,280,10,1712,1616182,27713280,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:13:55.902234+00:00,2026-07-18T00:13:55.902234+00:00,
glk,glk,glk,,,,glk,I,L,Gilaki,direct_iso_639_3,high,,گیلکی,Gilaki,https://glk.wikipedia.org,https://glk.wikipedia.org/w/api.php,glk.wikipedia,glkwiki,Wikipedia,active,True,False,48312,57648,158397,18663,72,3,811,109675,2040634,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:03:44.674970+00:00,2026-07-18T00:03:44.674970+00:00,
wuu,wuu,wuu,,,,wuu,I,L,Wu Chinese,direct_iso_639_3,high,,吴语,Wu,https://wuu.wikipedia.org,https://wuu.wikipedia.org/w/api.php,wuu.wikipedia,wuuwiki,维基百科,active,True,False,48284,75449,397087,240146,80,4,6,1794961,19334614,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:15:36.730050+00:00,2026-07-18T00:15:36.730050+00:00,
ig,ig,ig,ig,ibo,ibo,ibo,I,L,Igbo,iso_registry_crosswalk,high,,Igbo,Igbo,https://ig.wikipedia.org,https://ig.wikipedia.org/w/api.php,ig.wikipedia,igwiki,Wikipedia,active,True,False,48051,66412,435741,39244,142,5,0,545222,11095841,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:05:49.978209+00:00,2026-07-18T00:05:49.978209+00:00,
diq,diq,diq,,,,diq,I,L,Dimli (individual language),direct_iso_639_3,high,,Zazaki,Dimli,https://diq.wikipedia.org,https://diq.wikipedia.org/w/api.php,diq.wikipedia,diqwiki,Wikipedia,active,True,False,42706,64345,554471,34139,38,3,193,309220,8343129,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:02:16.477740+00:00,2026-07-18T00:02:16.477740+00:00,
yo,yo,yo,yo,yor,yor,yor,I,L,Yoruba,iso_registry_crosswalk,high,,Yorùbá,Yoruba,https://yo.wikipedia.org,https://yo.wikipedia.org/w/api.php,yo.wikipedia,yowiki,Wikipedia,active,True,False,38328,63495,623005,34278,87,4,160,199267,3869451,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:15:40.261302+00:00,2026-07-18T00:15:40.261302+00:00,
ban,ban,ban,,ban,ban,ban,I,L,Balinese,direct_iso_639_3,high,,Basa Bali,Balinese,https://ban.wikipedia.org,https://ban.wikipedia.org/w/api.php,ban.wikipedia,banwiki,Wikipédia,active,True,False,38275,78612,264383,102422,92,4,141,301920,6335323,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:58:34.364829+00:00,2026-07-17T23:58:34.364829+00:00,
kn,kn,kn,kn,kan,kan,kan,I,L,Kannada,iso_registry_crosswalk,high,,ಕನ್ನಡ,Kannada,https://kn.wikipedia.org,https://kn.wikipedia.org/w/api.php,kn.wikipedia,knwiki,ವಿಕಿಪೀಡಿಯ,active,True,False,35219,160301,1371760,98512,235,4,2358,1416694,25104853,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:06:51.763193+00:00,2026-07-18T00:06:51.763193+00:00,
