wikimedia_language_code,bcp47_tag,bcp47_primary_language,iso_639_1,iso_639_2_bibliographic,iso_639_2_terminologic,iso_639_3,iso_scope,iso_language_type,iso_reference_name,mapping_type,mapping_confidence,mapping_note,language_name_english,language_name_native,wikipedia_url,api_url,analytics_project,database_name,site_name,status,is_active,is_closed,article_count,total_pages,total_edits,registered_users,active_users,administrators,files_local,pageviews_30_days,pageviews_365_days,pageviews_30_start,pageviews_30_end,pageviews_365_start,pageviews_365_end,date_established,date_established_source,statistics_retrieved_at_utc,pageviews_retrieved_at_utc,connector_error
arz,arz,arz,,,,arz,I,L,Egyptian Arabic,direct_iso_639_3,high,,مصرى,Egyptian Arabic,https://arz.wikipedia.org,https://arz.wikipedia.org/w/api.php,arz.wikipedia,arzwiki,ويكيبيديا,active,True,False,1632435,2255259,13136614,291116,327,7,1301,7372209,70871628,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:58:03.796103+00:00,2026-07-17T23:58:03.796103+00:00,
zh,zh,zh,zh,chi,zho,zho,M,L,Chinese,iso_registry_crosswalk,high,,中文,Chinese,https://zh.wikipedia.org,https://zh.wikipedia.org/w/api.php,zh.wikipedia,zhwiki,Wikipedia,active,True,False,1544491,8435034,93215201,4147145,13919,61,70386,374718396,5042209615,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:15:50.997690+00:00,2026-07-18T00:15:50.997690+00:00,
ja,ja,ja,ja,jpn,jpn,jpn,I,L,Japanese,iso_registry_crosswalk,high,,日本語,Japanese,https://ja.wikipedia.org,https://ja.wikipedia.org/w/api.php,ja.wikipedia,jawiki,Wikipedia,active,True,False,1510335,4434826,110106462,2697354,23986,40,6823,868311286,10597410589,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:06:18.461991+00:00,2026-07-18T00:06:18.461991+00:00,
uk,uk,uk,uk,ukr,ukr,ukr,I,L,Ukrainian,iso_registry_crosswalk,high,,українська,Ukrainian,https://uk.wikipedia.org,https://uk.wikipedia.org/w/api.php,uk.wikipedia,ukwiki,Вікіпедія,active,True,False,1428254,5350136,48325330,923458,4750,44,114880,47260429,695745470,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:15:00.743790+00:00,2026-07-18T00:15:00.743790+00:00,
ar,ar,ar,ar,ara,ara,ara,M,L,Arabic,iso_registry_crosswalk,high,,العربية,Arabic,https://ar.wikipedia.org,https://ar.wikipedia.org/w/api.php,ar.wikipedia,arwiki,ويكيبيديا,active,True,False,1324238,9172648,75801326,2958153,5342,24,56436,112128177,1397866467,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:58:01.321273+00:00,2026-07-17T23:58:01.321273+00:00,
vi,vi,vi,vi,vie,vie,vie,I,L,Vietnamese,iso_registry_crosswalk,high,,Tiếng Việt,Vietnamese,https://vi.wikipedia.org,https://vi.wikipedia.org/w/api.php,vi.wikipedia,viwiki,Wikipedia,active,True,False,1303740,4597435,75266776,1073246,4361,16,28206,,597113024,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:15:09.782153+00:00,2026-07-18T00:15:09.782153+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/vi.wikipedia/all-access/user/daily/2026061700/2026071600: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/vi.wikipedia/all-access/user/daily/2026061700/2026071600
war,war,war,,war,war,war,I,L,Waray (Philippines),direct_iso_639_3,high,,Winaray,Waray,https://war.wikipedia.org,https://war.wikipedia.org/w/api.php,war.wikipedia,warwiki,Wikipedia,active,True,False,1266912,2870515,7735563,67298,68,3,42,935731,,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:15:27.973626+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/war.wikipedia/all-access/user/daily/2025071700/2026071600: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/war.wikipedia/all-access/user/daily/2025071700/2026071600
pt,pt,pt,pt,por,por,por,I,L,Portuguese,iso_registry_crosswalk,high,,português,Portuguese,https://pt.wikipedia.org,https://pt.wikipedia.org/w/api.php,pt.wikipedia,ptwiki,Wikipédia,active,True,False,1178144,6144329,72461971,3451685,7612,51,68170,181788546,2152653563,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:12:22.414362+00:00,2026-07-18T00:12:22.414362+00:00,
fa,fa,fa,fa,per,fas,fas,M,L,Persian,iso_registry_crosswalk,high,,فارسی,Persian,https://fa.wikipedia.org,https://fa.wikipedia.org/w/api.php,fa.wikipedia,fawiki,ویکی‌پدیا,active,True,False,1079979,6063659,43945218,1540398,7011,38,99349,150950957,,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:03:03.724925+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/fa.wikipedia/all-access/user/daily/2025071700/2026071600: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/fa.wikipedia/all-access/user/daily/2025071700/2026071600
ce,ce,ce,ce,che,che,che,I,L,Chechen,iso_registry_crosswalk,high,,нохчийн,Chechen,https://ce.wikipedia.org,https://ce.wikipedia.org/w/api.php,ce.wikipedia,cewiki,Википеди,active,True,False,866438,1893717,21063397,46805,86,3,333,725739,13925627,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:59:50.898650+00:00,2026-07-17T23:59:50.898650+00:00,
ca,ca,ca,ca,cat,cat,cat,I,L,Catalan,iso_registry_crosswalk,high,,català,Catalan,https://ca.wikipedia.org,https://ca.wikipedia.org/w/api.php,ca.wikipedia,cawiki,Viquipèdia,active,True,False,798474,2009593,37906666,576927,1462,25,11392,13982169,184687786,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:59:48.611370+00:00,2026-07-17T23:59:48.611370+00:00,
id,id,id,id,ind,ind,ind,I,L,Indonesian,iso_registry_crosswalk,high,,Bahasa Indonesia,Indonesian,https://id.wikipedia.org,https://id.wikipedia.org/w/api.php,id.wikipedia,idwiki,Wikipedia,active,True,False,785593,4208253,29440556,1716292,5197,47,67033,57947635,846632878,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:05:41.472773+00:00,2026-07-18T00:05:41.472773+00:00,
ko,ko,ko,ko,kor,kor,kor,I,L,Korean,iso_registry_crosswalk,high,,한국어,Korean,https://ko.wikipedia.org,https://ko.wikipedia.org/w/api.php,ko.wikipedia,kowiki,위키백과,active,True,False,754322,3568002,42060328,1033657,5843,23,15534,60244684,679133773,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:06:53.111707+00:00,2026-07-18T00:06:53.111707+00:00,
tt,tt,tt,tt,tat,tat,tat,I,L,Tatar,iso_registry_crosswalk,high,,татарча / tatarça,Tatar,https://tt.wikipedia.org,https://tt.wikipedia.org/w/api.php,tt.wikipedia,ttwiki,Wikipedia,active,True,False,708941,1460624,5977638,61290,83,7,7074,655268,13959250,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:14:31.183778+00:00,2026-07-18T00:14:31.183778+00:00,
sr,sr,sr,sr,srp,srp,srp,I,L,Serbian,iso_registry_crosswalk,high,,српски / srpski,Serbian,https://sr.wikipedia.org,https://sr.wikipedia.org/w/api.php,sr.wikipedia,srwiki,Википедија,active,True,False,706475,4173560,31048118,597068,1836,9,40254,25318215,316784887,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:13:33.015394+00:00,2026-07-18T00:13:33.015394+00:00,
tr,tr,tr,tr,tur,tur,tur,I,L,Turkish,iso_registry_crosswalk,high,,Türkçe,Turkish,https://tr.wikipedia.org,https://tr.wikipedia.org/w/api.php,tr.wikipedia,trwiki,Vikipedi,active,True,False,690695,3413856,37417168,1839757,4382,22,44725,95199331,1330938360,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:14:21.726354+00:00,2026-07-18T00:14:21.726354+00:00,
no,no,no,no,nor,nor,nor,M,L,Norwegian,iso_registry_crosswalk,high,,norsk,Norwegian,https://no.wikipedia.org,https://no.wikipedia.org/w/api.php,no.wikipedia,nowiki,Wikipedia,active,True,False,686584,1891205,25810442,721076,1542,35,4,26738528,300853660,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:09:46.862731+00:00,2026-07-18T00:09:46.862731+00:00,
ur,ur,ur,ur,urd,urd,urd,I,L,Urdu,iso_registry_crosswalk,high,,اردو,Urdu,https://ur.wikipedia.org,https://ur.wikipedia.org/w/api.php,ur.wikipedia,urwiki,ویکیپیڈیا,active,True,False,651708,2979247,11587451,215800,380,9,10276,3453308,47280349,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:15:03.079906+00:00,2026-07-18T00:15:03.079906+00:00,
fi,fi,fi,fi,fin,fin,fin,I,L,Finnish,iso_registry_crosswalk,high,,suomi,Finnish,https://fi.wikipedia.org,https://fi.wikipedia.org/w/api.php,fi.wikipedia,fiwiki,Wikipedia,active,True,False,621598,1588600,24066462,671200,2915,35,80402,45831618,596783352,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:03:19.988532+00:00,2026-07-18T00:03:19.988532+00:00,
cs,cs,cs,cs,cze,ces,ces,I,L,Czech,iso_registry_crosswalk,high,,čeština,Czech,https://cs.wikipedia.org,https://cs.wikipedia.org/w/api.php,cs.wikipedia,cswiki,Wikipedie,active,True,False,595387,1656309,26007450,803999,3953,31,1,,723759040,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:02:01.867852+00:00,2026-07-18T00:02:01.867852+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/cs.wikipedia/all-access/user/daily/2026061700/2026071600: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/cs.wikipedia/all-access/user/daily/2026061700/2026071600
hu,hu,hu,hu,hun,hun,hun,I,L,Hungarian,iso_registry_crosswalk,high,,magyar,Hungarian,https://hu.wikipedia.org,https://hu.wikipedia.org/w/api.php,hu.wikipedia,huwiki,Wikipédia,active,True,False,571283,1623612,29157669,650060,2746,22,9516,,547555588,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:05:13.809318+00:00,2026-07-18T00:05:13.809318+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/hu.wikipedia/all-access/user/daily/2026061700/2026071600: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/hu.wikipedia/all-access/user/daily/2026061700/2026071600
ro,ro,ro,ro,rum,ron,ron,I,L,Romanian,iso_registry_crosswalk,high,,română,Romanian,https://ro.wikipedia.org,https://ro.wikipedia.org/w/api.php,ro.wikipedia,rowiki,Wikipedia,active,True,False,545905,3053933,17807541,760909,1650,18,120270,24419349,333937022,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:12:50.304514+00:00,2026-07-18T00:12:50.304514+00:00,
eu,eu,eu,eu,baq,eus,eus,I,L,Basque,iso_registry_crosswalk,high,,euskara,Basque,https://eu.wikipedia.org,https://eu.wikipedia.org/w/api.php,eu.wikipedia,euwiki,Wikipedia,active,True,False,491968,1082039,10863971,197140,445,12,0,2231501,50832253,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:03:01.314701+00:00,2026-07-18T00:03:01.314701+00:00,
sh,sh,sh,sh,,,hbs,M,L,Serbo-Croatian,iso_registry_crosswalk,high,,srpskohrvatski / српскохрватски,Serbo-Croatian,https://sh.wikipedia.org,https://sh.wikipedia.org/w/api.php,sh.wikipedia,shwiki,Wikipedija,active,True,False,461875,4630840,42634478,374464,321,8,10015,5151309,79199689,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:13:16.766149+00:00,2026-07-18T00:13:16.766149+00:00,
ms,ms,ms,ms,may,msa,msa,M,L,Malay (macrolanguage),iso_registry_crosswalk,high,,Bahasa Melayu,Malay,https://ms.wikipedia.org,https://ms.wikipedia.org/w/api.php,ms.wikipedia,mswiki,Wikipedia,active,True,False,439932,1186915,6888022,403575,2006,14,17903,12590174,163222898,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:09:27.959061+00:00,2026-07-18T00:09:27.959061+00:00,
nan,nan,nan,,,,nan,I,L,Min Nan Chinese,direct_iso_639_3,high,,閩南語 / Bân-lâm-gí,Minnan,https://zh-min-nan.wikipedia.org,https://zh-min-nan.wikipedia.org/w/api.php,zh-min-nan.wikipedia,zh_min_nanwiki,Wikipedia,active,True,False,434314,1079234,3281628,74381,90,3,292,1582801,29127596,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:09:33.159121+00:00,2026-07-18T00:09:33.159121+00:00,
he,he,he,he,heb,heb,heb,I,L,Hebrew,iso_registry_crosswalk,high,,עברית,Hebrew,https://he.wikipedia.org,https://he.wikipedia.org/w/api.php,he.wikipedia,hewiki,ויקיפדיה,active,True,False,401094,1673537,43528427,1334799,6893,25,88280,44313271,600588272,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:05:09.646445+00:00,2026-07-18T00:05:09.646445+00:00,
eo,eo,eo,eo,epo,epo,epo,I,C,Esperanto,iso_registry_crosswalk,high,,Esperanto,Esperanto,https://eo.wikipedia.org,https://eo.wikipedia.org/w/api.php,eo.wikipedia,eowiki,Vikipedio,active,True,False,387914,870411,9409173,257768,393,13,19749,1907172,38142345,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:02:52.156245+00:00,2026-07-18T00:02:52.156245+00:00,
uz,uz,uz,uz,uzb,uzb,uzb,M,L,Uzbek,iso_registry_crosswalk,high,,oʻzbekcha / ўзбекча,Uzbek,https://uz.wikipedia.org,https://uz.wikipedia.org/w/api.php,uz.wikipedia,uzwiki,Vikipediya,active,True,False,350331,1274324,6204163,288514,529,10,3931,3791351,79192584,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:15:04.073586+00:00,2026-07-18T00:15:04.073586+00:00,
hy,hy,hy,hy,arm,hye,hye,I,L,Armenian,iso_registry_crosswalk,high,,հայերեն,Armenian,https://hy.wikipedia.org,https://hy.wikipedia.org/w/api.php,hy.wikipedia,hywiki,Վիքիպեդիա,active,True,False,329988,1206650,10826703,172170,687,10,12444,4519703,70026052,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:05:22.103360+00:00,2026-07-18T00:05:22.103360+00:00,
da,da,da,da,dan,dan,dan,I,L,Danish,iso_registry_crosswalk,high,,dansk,Danish,https://da.wikipedia.org,https://da.wikipedia.org/w/api.php,da.wikipedia,dawiki,Wikipedia,active,True,False,315057,987159,12285995,572377,1342,25,1,16935828,227916624,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:02:12.998327+00:00,2026-07-18T00:02:12.998327+00:00,
bg,bg,bg,bg,bul,bul,bul,I,L,Bulgarian,iso_registry_crosswalk,high,,български,Bulgarian,https://bg.wikipedia.org,https://bg.wikipedia.org/w/api.php,bg.wikipedia,bgwiki,Уикипедия,active,True,False,311207,705199,12942454,400080,1525,19,13,18093472,,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:58:47.003994+00:00,,pageviews_365: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/bg.wikipedia/all-access/user/daily/2025071700/2026071600: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/bg.wikipedia/all-access/user/daily/2025071700/2026071600
cy,cy,cy,cy,wel,cym,cym,I,L,Welsh,iso_registry_crosswalk,high,,Cymraeg,Welsh,https://cy.wikipedia.org,https://cy.wikipedia.org/w/api.php,cy.wikipedia,cywiki,Wicipedia,active,True,False,284344,550325,15226414,109780,146,11,12266,686426,19269238,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:02:12.310601+00:00,2026-07-18T00:02:12.310601+00:00,
simple,en-simple,en,en,eng,eng,eng,I,L,English,project_variant,high,Simple English Wikipedia; maps to English.,Simple English,Simple English,https://simple.wikipedia.org,https://simple.wikipedia.org/w/api.php,simple.wikipedia,simplewiki,Wikipedia,active,True,False,283399,944141,10900386,1815463,3083,24,36,23731932,249011546,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:13:19.549289+00:00,2026-07-18T00:13:19.549289+00:00,
el,el,el,el,gre,ell,ell,I,L,Modern Greek (1453-),iso_registry_crosswalk,high,,Ελληνικά,Greek,https://el.wikipedia.org,https://el.wikipedia.org/w/api.php,el.wikipedia,elwiki,Βικιπαίδεια,active,True,False,271071,755205,11707414,517553,2371,22,19944,25843763,364216363,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:02:42.993492+00:00,2026-07-18T00:02:42.993492+00:00,
be,be,be,be,bel,bel,bel,I,L,Belarusian,iso_registry_crosswalk,high,,беларуская,Belarusian,https://be.wikipedia.org,https://be.wikipedia.org/w/api.php,be.wikipedia,bewiki,Вікіпедыя,active,True,False,264781,734911,5158419,169392,325,10,3619,1284783,21119846,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:58:44.986865+00:00,2026-07-17T23:58:44.986865+00:00,
et,et,et,et,est,est,est,M,L,Estonian,iso_registry_crosswalk,high,,eesti,Estonian,https://et.wikipedia.org,https://et.wikipedia.org/w/api.php,et.wikipedia,etwiki,Vikipeedia,active,True,False,260920,616469,7186229,231845,838,36,657,,96786159,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:02:53.493401+00:00,2026-07-18T00:02:53.493401+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/et.wikipedia/all-access/user/daily/2026061700/2026071600: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/et.wikipedia/all-access/user/daily/2026061700/2026071600
sk,sk,sk,sk,slo,slk,slk,I,L,Slovak,iso_registry_crosswalk,high,,slovenčina,Slovak,https://sk.wikipedia.org,https://sk.wikipedia.org/w/api.php,sk.wikipedia,skwiki,Wikipédia,active,True,False,260536,606502,8223893,298041,1125,11,0,10330319,144117106,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:13:20.229079+00:00,2026-07-18T00:13:20.229079+00:00,
azb,azb,azb,,,,azb,I,L,South Azerbaijani,direct_iso_639_3,high,,تۆرکجه,South Azerbaijani,https://azb.wikipedia.org,https://azb.wikipedia.org/w/api.php,azb.wikipedia,azbwiki,ویکی‌پدیا,active,True,False,244728,580534,1590853,62637,88,4,558,764417,11080779,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:58:32.036424+00:00,2026-07-17T23:58:32.036424+00:00,
kk,kk,kk,kk,kaz,kaz,kaz,I,L,Kazakh,iso_registry_crosswalk,high,,қазақша,Kazakh,https://kk.wikipedia.org,https://kk.wikipedia.org/w/api.php,kk.wikipedia,kkwiki,Уикипедия,active,True,False,244314,668634,3627574,179837,328,15,8762,2779353,53235140,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:06:50.273203+00:00,2026-07-18T00:06:50.273203+00:00,
hr,hr,hr,hr,hrv,hrv,hrv,I,L,Croatian,iso_registry_crosswalk,high,,hrvatski,Croatian,https://hr.wikipedia.org,https://hr.wikipedia.org/w/api.php,hr.wikipedia,hrwiki,Wikipedija,active,True,False,234231,509402,7518434,363332,856,14,21136,13900683,177608527,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:05:11.808310+00:00,2026-07-18T00:05:11.808310+00:00,
gl,gl,gl,gl,glg,glg,glg,I,L,Galician,iso_registry_crosswalk,high,,galego,Galician,https://gl.wikipedia.org,https://gl.wikipedia.org/w/api.php,gl.wikipedia,glwiki,Wikipedia,active,True,False,232507,619661,7491203,172112,373,6,35,1889917,35982952,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:03:43.991740+00:00,2026-07-18T00:03:43.991740+00:00,
min,min,min,,min,min,min,I,L,Minangkabau,direct_iso_639_3,high,,Minangkabau,Minangkabau,https://min.wikipedia.org,https://min.wikipedia.org/w/api.php,min.wikipedia,minwiki,Wikipedia,active,True,False,229742,475152,3349746,24193,49,6,180,283035,10337425,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:09:14.428757+00:00,2026-07-18T00:09:14.428757+00:00,
lt,lt,lt,lt,lit,lit,lit,I,L,Lithuanian,iso_registry_crosswalk,high,,lietuvių,Lithuanian,https://lt.wikipedia.org,https://lt.wikipedia.org/w/api.php,lt.wikipedia,ltwiki,Vikipedija,active,True,False,226330,566256,7867856,219623,509,9,27104,,83573016,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-18T00:08:50.979564+00:00,2026-07-18T00:08:50.979564+00:00,pageviews_30: Request failed for https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/lt.wikipedia/all-access/user/daily/2026061700/2026071600: 404 Client Error: Not Found for url: https://wikimedia.org/api/rest_v1/metrics/pageviews/aggregate/lt.wikipedia/all-access/user/daily/2026061700/2026071600
az,az,az,az,aze,aze,aze,M,L,Azerbaijani,iso_registry_crosswalk,high,,azərbaycanca,Azerbaijani,https://az.wikipedia.org,https://az.wikipedia.org/w/api.php,az.wikipedia,azwiki,Vikipediya,active,True,False,216118,682493,8988488,346204,784,13,14570,5632504,112750535,2026-06-17,2026-07-16,2025-07-17,2026-07-16,,,2026-07-17T23:58:31.355289+00:00,2026-07-17T23:58:31.355289+00:00,
